28 "white" "gun" 0 0.572
28 "black" "gun" 0 0.431
28 "white" "gun" 0 0.397
28 "black" "gun" 0 0.567
28 "black" "gun" 0 0.438
28 "black" "phone" 1 0.47
28 "white" "phone" 1 0.649
28 "black" "gun" 0 0.466
28 "black" "phone" 1 0.625
28 "black" "gun" 0 0.471
28 "white" "gun" 0 0.413
28 "black" "gun" 0 0.422
28 "white" "phone" 1 0.44
28 "black" "gun" 0 0.431
28 "white" "gun" 0 0.416
28 "black" "phone" 1 0.642
28 "black" "phone" 0 0.476
28 "white" "gun" 1 0.489
28 "black" "phone" 1 0.606
28 "white" "phone" 1 0.581
28 "black" "gun" 0 0.495
28 "black" "gun" 0 0.542
28 "black" "gun" 0 0.447
28 "black" "phone" 1 0.524
28 "black" "phone" 1 0.604
28 "black" "gun" 0 0.564
28 "black" "gun" 0 0.48
28 "black" "phone" 1 0.622
28 "black" "gun" 0 0.587
28 "black" "gun" 0 0.604
28 "white" "gun" 0 0.562
28 "white" "gun" 0 0.587
28 "black" "gun" 0 0.544
28 "white" "phone" 1 0.617
28 "white" "phone" 1 0.59
28 "black" "phone" 1 0.674
28 "white" "gun" 0 0.583
28 "white" "gun" 0 0.497
28 "black" "gun" 0 0.556
28 "black" "gun" 0 0.485
28 "black" "phone" 1 0.671
28 "white" "gun" 0 0.559
28 "white" "phone" 1 0.64
28 "white" "phone" 1 0.599
28 "white" "phone" 1 0.613
28 "white" "gun" 1 0.534
28 "white" "gun" 0 0.502
28 "white" "phone" 1 0.588
28 "black" "gun" 0 0.612
28 "white" "phone" 1 0.642
28 "white" "gun" 0 0.635
28 "white" "gun" 0 0.486
28 "white" "phone" 1 0.605
28 "black" "gun" 0 0.514
28 "black" "gun" 0 0.487
28 "white" "gun" 0 0.682
28 "black" "gun" 0 0.468
28 "black" "gun" 0 0.441
28 "black" "gun" 0 0.455
28 "black" "phone" 0 0.676
28 "black" "gun" 0 0.558
28 "white" "gun" 0 0.608
28 "black" "phone" 1 0.66
28 "white" "gun" 1 0.528
28 "black" "phone" 1 0.643
28 "black" "phone" 1 0.692
28 "black" "gun" 0 0.524
28 "black" "phone" 1 0.632
28 "black" "gun" 0 0.529
28 "black" "phone" 1 0.603
28 "white" "gun" 1 0.455
28 "white" "gun" 0 0.508
28 "white" "gun" 0 0.519
28 "black" "gun" 0 0.516
28 "black" "phone" 1 0.672
28 "black" "phone" 1 0.621
28 "black" "phone" 1 0.596
28 "white" "gun" 1 0.574
28 "black" "phone" 1 0.657
28 "white" "gun" 0 0.535
28 "black" "phone" 1 0.641
28 "black" "phone" 1 0.631
28 "white" "phone" 1 0.611
28 "black" "gun" 0 0.482
28 "black" "gun" 0 0.455
28 "white" "gun" 0 0.511
28 "white" "phone" 1 0.628
28 "black" "gun" 0 0.462
28 "black" "gun" 0 0.451
28 "white" "gun" 0 0.472
28 "black" "gun" 0 0.483
28 "white" "phone" 1 0.632
28 "black" "gun" 0 0.537
28 "black" "gun" 0 0.507
28 "black" "phone" 1 0.657
28 "black" "gun" 0 0.452
28 "white" "gun" 0 0.448
28 "white" "phone" 1 0.634
28 "black" "gun" 0 0.653
28 "white" "gun" 0 0.6
28 "black" "gun" 0 0.508
