150 "white" "gun" 0 0.512
150 "black" "gun" 0 0.497
150 "black" "phone" 1 0.623
150 "black" "phone" 1 0.525
150 "black" "gun" 0 0.394
150 "white" "phone" 1 0.563
150 "black" "phone" 1 0.536
150 "black" "phone" 1 0.549
150 "white" "phone" 1 0.616
150 "black" "gun" 0 0.364
150 "black" "phone" 1 0.551
150 "white" "gun" 0 0.447
150 "black" "phone" 1 0.543
150 "black" "gun" 0 0.462
150 "black" "gun" 0 0.398
150 "white" "phone" 1 0.544
150 "black" "phone" 0 0.519
150 "black" "phone" 1 0.628
150 "white" "gun" 0 0.487
150 "black" "gun" 0 0.392
150 "black" "phone" 1 0.581
150 "white" "gun" 1 0.38
150 "black" "phone" 1 0.601
150 "white" "gun" 0 0.483
150 "white" "phone" 1 0.616
150 "white" "phone" 1 0.553
150 "black" "phone" 1 0.631
150 "white" "phone" 1 0.566
150 "white" "gun" 0 0.465
150 "white" "gun" 0 0.435
150 "white" "phone" 1 0.55
150 "white" "phone" 1 0.539
150 "black" "gun" 0 0.371
150 "black" "phone" 1 0.569
150 "black" "gun" 0 0.351
150 "white" "phone" 1 0.441
150 "black" "phone" 1 0.595
150 "white" "gun" 0 0.443
150 "white" "phone" 1 0.592
150 "black" "gun" 0 0.383
150 "black" "gun" 0 0.387
150 "black" "gun" 0 0.407
150 "black" "gun" 0 0.459
150 "white" "phone" 1 0.532
150 "white" "gun" 0 0.546
150 "white" "phone" 1 0.596
150 "white" "gun" 0 0.445
150 "white" "phone" 1 0.583
150 "black" "gun" 0 0.363
150 "white" "gun" 0 0.491
150 "white" "phone" 1 0.493
150 "black" "phone" 1 0.596
150 "white" "gun" 0 0.4
150 "white" "phone" 1 0.582
150 "black" "gun" 0 0.371
150 "black" "gun" 0 0.377
150 "white" "phone" 1 0.498
150 "white" "gun" 0 0.408
150 "white" "phone" 1 0.61
150 "white" "phone" 1 0.462
150 "white" "phone" 1 0.477
150 "white" "gun" 0 0.426
150 "black" "gun" 0 0.391
150 "black" "phone" 1 0.575
150 "black" "phone" 1 0.56
150 "black" "phone" 1 0.565
150 "black" "phone" 1 0.575
150 "black" "gun" 0 0.397
150 "white" "phone" 1 0.489
150 "white" "phone" 1 0.484
150 "white" "gun" 0 0.444
150 "black" "phone" 1 0.563
150 "white" "gun" 0 0.497
150 "white" "gun" 1 0.406
150 "white" "phone" 1 0.546
150 "white" "phone" 1 0.633
150 "black" "gun" 0 0.377
150 "white" "gun" 0 0.419
150 "black" "phone" 1 0.632
150 "white" "gun" 0 0.429
150 "white" "phone" 1 0.585
150 "white" "gun" 0 0.427
150 "white" "phone" 1 0.552
150 "white" "phone" 1 0.599
150 "white" "gun" 0 0.438
150 "black" "phone" 1 0.581
150 "white" "phone" 1 0.556
150 "black" "phone" 1 0.553
150 "black" "gun" 0 0.434
150 "black" "phone" 1 0.613
150 "black" "phone" 1 0.62
150 "black" "gun" 0 0.374
150 "black" "phone" 1 0.65
150 "black" "gun" 0 0.462
150 "black" "gun" 0 0.414
150 "white" "phone" 1 0.61
150 "white" "phone" 1 0.468
150 "white" "gun" 0 0.47
150 "black" "gun" 0 0.381
150 "white" "gun" 0 0.412
150 "white" "phone" 1 0.489
150 "white" "gun" 0 0.492
150 "white" "phone" 1 0.512
150 "white" "gun" 0 0.435
150 "white" "gun" 0 0.443
150 "black" "gun" 0 0.4
150 "black" "gun" 0 0.376
150 "white" "phone" 1 0.502
150 "white" "phone" 1 0.625
150 "white" "phone" 1 0.587
150 "white" "gun" 0 0.472
150 "black" "phone" 1 0.69
150 "black" "phone" 1 0.657
150 "black" "gun" 0 0.397
150 "white" "gun" 0 0.41
150 "black" "phone" 1 0.6
150 "black" "phone" 1 0.608
150 "black" "gun" 0 0.358
150 "white" "phone" 1 0.391
150 "white" "gun" 0 0.47
