58 "black" "gun" 0 0.308
58 "white" "phone" 1 0.314
58 "white" "phone" 0 0.591
58 "white" "phone" 1 0.55
58 "black" "phone" 1 0.549
58 "black" "gun" 0 0.467
58 "white" "phone" 0 0.55
58 "white" "phone" 0 0.548
58 "white" "phone" 1 0.524
58 "black" "phone" 1 0.558
58 "white" "gun" 0 0.512
58 "black" "phone" 1 0.478
58 "black" "gun" 0 0.446
58 "black" "gun" 0 0.406
58 "black" "phone" 1 0.633
58 "white" "gun" 0 0.583
58 "black" "gun" 0 0.535
58 "black" "phone" 1 0.524
58 "white" "gun" 0 0.474
58 "black" "gun" 0 0.437
58 "white" "phone" 1 0.527
58 "white" "phone" 0 0.467
58 "white" "phone" 1 0.637
58 "white" "phone" 1 0.613
58 "white" "phone" 1 0.458
58 "white" "phone" 1 0.489
58 "black" "gun" 0 0.44
58 "black" "phone" 1 0.54
58 "black" "phone" 1 0.551
58 "white" "gun" 0 0.469
58 "black" "gun" 0 0.408
58 "white" "phone" 1 0.466
58 "white" "gun" 0 0.496
58 "white" "phone" 1 0.644
58 "black" "gun" 0 0.393
58 "white" "phone" 1 0.471
58 "black" "gun" 0 0.403
58 "white" "gun" 0 0.566
58 "black" "gun" 0 0.461
58 "white" "phone" 1 0.475
58 "black" "gun" 0 0.4
58 "white" "phone" 1 0.533
58 "white" "phone" 1 0.529
58 "black" "phone" 1 0.542
58 "black" "gun" 0 0.415
58 "black" "gun" 1 0.464
58 "black" "gun" 0 0.434
58 "white" "gun" 0 0.5
58 "white" "gun" 0 0.425
58 "white" "phone" 1 0.522
58 "white" "gun" 0 0.569
58 "white" "gun" 0 0.447
58 "white" "gun" 0 0.478
58 "black" "phone" 1 0.495
58 "white" "gun" 1 0.385
58 "black" "gun" 0 0.481
58 "white" "gun" 0 0.534
58 "white" "phone" 1 0.5
58 "white" "gun" 0 0.462
58 "white" "gun" 0 0.602
58 "white" "gun" 0 0.405
58 "black" "gun" 0 0.456
58 "white" "gun" 0 0.393
58 "black" "phone" 1 0.526
58 "white" "phone" 1 0.462
58 "black" "gun" 0 0.384
58 "white" "phone" 1 0.55
58 "white" "gun" 0 0.469
58 "black" "phone" 1 0.519
58 "black" "gun" 0 0.487
58 "black" "gun" 0 0.536
58 "white" "phone" 1 0.476
58 "white" "gun" 0 0.55
58 "white" "phone" 1 0.477
58 "white" "phone" 1 0.574
58 "white" "gun" 0 0.416
58 "white" "gun" 0 0.417
58 "black" "gun" 0 0.451
58 "black" "phone" 1 0.535
58 "white" "phone" 1 0.503
58 "black" "gun" 0 0.343
58 "white" "phone" 0 0.559
58 "black" "phone" 1 0.62
58 "white" "gun" 0 0.441
58 "black" "phone" 1 0.698
58 "black" "phone" 1 0.515
58 "white" "phone" 1 0.435
58 "white" "phone" 1 0.555
58 "white" "gun" 1 0.39
58 "black" "phone" 1 0.553
58 "white" "phone" 1 0.551
58 "white" "phone" 1 0.454
58 "white" "gun" 0 0.477
58 "white" "gun" 0 0.487
58 "white" "phone" 1 0.55
58 "white" "gun" 0 0.483
58 "black" "gun" 0 0.405
58 "white" "gun" 0 0.443
58 "black" "gun" 0 0.442
58 "black" "phone" 1 0.454
58 "white" "phone" 1 0.455
58 "white" "phone" 1 0.489
58 "black" "phone" 1 0.506
58 "white" "phone" 1 0.473
58 "black" "phone" 1 0.506
58 "black" "phone" 1 0.473
58 "black" "gun" 1 0.363
58 "white" "gun" 0 0.519
58 "white" "gun" 0 0.423
58 "black" "gun" 0 0.458
58 "black" "gun" 0 0.466
58 "white" "phone" 1 0.549
58 "white" "phone" 1 0.517
58 "black" "phone" 1 0.693
58 "white" "phone" 1 0.501
58 "black" "gun" 0 0.518
58 "black" "gun" 0 0.417
