98 "black" "phone" 1 0.44
98 "white" "gun" 0 0.376
98 "white" "gun" 1 0.409
98 "black" "phone" 0 0.611
98 "black" "gun" 1 0.374
98 "white" "phone" 1 0.549
98 "black" "gun" 1 0.423
98 "black" "gun" 0 0.374
98 "white" "gun" 0 0.472
98 "black" "gun" 1 0.304
98 "white" "phone" 0 0.403
98 "black" "gun" 0 0.323
98 "black" "phone" 1 0.504
98 "white" "gun" 0 0.35
98 "black" "gun" 0 0.33
98 "white" "gun" 1 0.525
98 "white" "gun" 1 0.407
98 "black" "gun" 0 0.361
98 "black" "phone" 1 0.355
98 "white" "phone" 0 0.533
98 "black" "gun" 0 0.622
98 "black" "gun" 0 0.354
98 "black" "phone" 1 0.457
98 "white" "phone" 0 0.343
98 "black" "phone" 0 0.697
98 "white" "phone" 1 0.584
98 "black" "gun" 1 0.399
98 "white" "gun" 0 0.525
98 "white" "gun" 0 0.411
98 "black" "phone" 0 0.556
98 "white" "phone" 1 0.518
98 "white" "gun" 1 0.418
98 "black" "phone" 1 0.677
98 "black" "phone" 0 0.492
98 "white" "phone" 1 0.665
98 "black" "gun" 0 0.387
98 "white" "phone" 1 0.695
98 "black" "gun" 0 0.369
98 "black" "gun" 0 0.533
98 "black" "phone" 1 0.661
98 "white" "phone" 1 0.634
98 "white" "phone" 1 0.66
98 "white" "phone" 1 0.54
98 "black" "gun" 0 0.492
98 "black" "gun" 0 0.459
98 "white" "gun" 0 0.536
98 "white" "gun" 0 0.423
98 "black" "gun" 0 0.364
98 "white" "phone" 1 0.649
98 "white" "gun" 0 0.509
98 "black" "phone" 1 0.695
98 "white" "phone" 0 0.466
98 "white" "gun" 0 0.491
98 "white" "gun" 0 0.455
98 "black" "phone" 1 0.644
98 "black" "phone" 1 0.636
98 "white" "phone" 1 0.489
98 "black" "phone" 1 0.589
98 "white" "phone" 1 0.503
98 "white" "phone" 1 0.466
98 "white" "gun" 1 0.439
98 "white" "gun" 0 0.541
98 "white" "phone" 1 0.518
98 "white" "phone" 1 0.61
98 "white" "phone" 1 0.573
98 "black" "gun" 0 0.477
98 "white" "phone" 1 0.461
98 "white" "gun" 0 0.401
98 "black" "gun" 0 0.455
98 "white" "phone" 1 0.682
98 "black" "gun" 0 0.437
98 "white" "gun" 0 0.461
98 "white" "phone" 1 0.59
98 "white" "gun" 0 0.477
98 "white" "phone" 1 0.511
98 "black" "phone" 1 0.562
98 "white" "gun" 0 0.501
98 "black" "phone" 1 0.616
98 "black" "gun" 0 0.424
98 "black" "phone" 1 0.657
98 "black" "gun" 0 0.481
98 "white" "gun" 0 0.457
98 "black" "gun" 0 0.416
98 "white" "gun" 0 0.474
98 "white" "gun" 0 0.405
98 "white" "phone" 1 0.554
98 "white" "gun" 0 0.446
98 "black" "gun" 0 0.376
98 "white" "gun" 1 0.389
98 "black" "gun" 0 0.41
98 "white" "phone" 1 0.595
98 "black" "gun" 0 0.369
98 "white" "phone" 1 0.59
98 "white" "phone" 1 0.657
98 "white" "phone" 1 0.674
98 "white" "phone" 1 0.56
98 "white" "gun" 1 0.469
98 "white" "phone" 1 0.676
98 "black" "phone" 1 0.589
98 "white" "gun" 0 0.544
98 "white" "phone" 1 0.599
98 "white" "gun" 0 0.428
98 "black" "gun" 0 0.512
98 "white" "gun" 0 0.456
98 "black" "gun" 1 0.415
98 "white" "gun" 0 0.407
98 "black" "gun" 0 0.498
