"","subj_idx","dangerous","weapon","rt","response","condition","stimulus"
"5907",79,0,1,0.379,1,"harmless","gun"
"5908",79,0,0,0.357,0,"harmless","phone"
"5909",79,0,0,0.41,1,"harmless","phone"
"5910",79,1,1,0.205,0,"dangerous","gun"
"5911",79,0,1,0.236,1,"harmless","gun"
"5912",79,1,1,0.316,0,"dangerous","gun"
"5913",79,1,1,0.245,0,"dangerous","gun"
"5914",79,1,0,0.293,1,"dangerous","phone"
"5915",79,0,1,0.254,1,"harmless","gun"
"5916",79,1,1,0.283,0,"dangerous","gun"
"5917",79,0,1,0.259,1,"harmless","gun"
"5918",79,0,0,0.237,0,"harmless","phone"
"5919",79,1,0,0.329,0,"dangerous","phone"
"5920",79,0,1,0.257,1,"harmless","gun"
"5921",79,1,0,0.317,0,"dangerous","phone"
"5922",79,0,0,0.323,1,"harmless","phone"
"5923",79,0,1,0.273,1,"harmless","gun"
"5924",79,0,0,0.253,1,"harmless","phone"
"5925",79,0,1,0.265,0,"harmless","gun"
"5926",79,0,1,0.237,1,"harmless","gun"
"5927",79,1,1,0.348,0,"dangerous","gun"
"5928",79,1,1,0.327,0,"dangerous","gun"
"5929",79,1,1,0.27,1,"dangerous","gun"
"5930",79,1,1,0.237,0,"dangerous","gun"
"5931",79,1,0,0.283,0,"dangerous","phone"
"5932",79,1,1,0.326,1,"dangerous","gun"
"5933",79,0,0,0.291,1,"harmless","phone"
"5934",79,0,1,0.203,0,"harmless","gun"
"5935",79,1,1,0.284,0,"dangerous","gun"
"5936",79,0,0,0.358,0,"harmless","phone"
"5937",79,1,0,0.434,0,"dangerous","phone"
"5938",79,0,0,0.26,0,"harmless","phone"
"5939",79,0,1,0.305,1,"harmless","gun"
"5940",79,1,0,0.351,0,"dangerous","phone"
"5941",79,0,1,0.247,1,"harmless","gun"
"5942",79,0,1,0.291,0,"harmless","gun"
"5943",79,0,1,0.335,0,"harmless","gun"
"5944",79,1,1,0.22,0,"dangerous","gun"
"5945",79,0,1,0.321,0,"harmless","gun"
"5946",79,1,0,0.464,0,"dangerous","phone"
"5947",79,0,1,0.39,1,"harmless","gun"
"5948",79,0,0,0.526,0,"harmless","phone"
"5949",79,1,1,0.466,0,"dangerous","gun"
"5950",79,1,0,0.475,1,"dangerous","phone"
"5951",79,1,0,0.343,0,"dangerous","phone"
"5952",79,1,0,0.435,1,"dangerous","phone"
"5953",79,1,1,0.324,0,"dangerous","gun"
"5954",79,1,0,0.396,0,"dangerous","phone"
"5955",79,1,1,0.371,1,"dangerous","gun"
"5956",79,1,1,0.287,0,"dangerous","gun"
"5957",79,1,1,0.269,0,"dangerous","gun"
"5958",79,0,1,0.318,1,"harmless","gun"
"5959",79,0,0,0.3,0,"harmless","phone"
"5960",79,1,1,0.285,0,"dangerous","gun"
"5961",79,0,1,0.298,1,"harmless","gun"
"5962",79,1,0,0.362,0,"dangerous","phone"
"5963",79,0,0,0.356,1,"harmless","phone"
"5964",79,0,0,0.349,1,"harmless","phone"
"5965",79,0,0,0.363,1,"harmless","phone"
"5966",79,1,0,0.339,0,"dangerous","phone"
"5967",79,1,0,0.399,0,"dangerous","phone"
"5968",79,0,1,0.328,1,"harmless","gun"
"5969",79,0,1,0.327,0,"harmless","gun"
"5970",79,0,1,0.527,0,"harmless","gun"
"5971",79,1,0,0.677,1,"dangerous","phone"
"5972",79,1,1,0.231,0,"dangerous","gun"
"5973",79,0,1,0.278,1,"harmless","gun"
"5974",79,0,0,0.324,0,"harmless","phone"
"5975",79,1,0,0.402,0,"dangerous","phone"
"5976",79,0,0,0.298,1,"harmless","phone"
"5977",79,0,1,0.455,0,"harmless","gun"
"5978",79,0,1,0.334,0,"harmless","gun"
"5979",79,1,0,0.572,1,"dangerous","phone"
"5980",80,1,0,0.549,0,"dangerous","phone"
"5981",80,0,1,0.685,1,"harmless","gun"
"5982",80,1,1,0.575,0,"dangerous","gun"
"5983",80,0,0,0.597,1,"harmless","phone"
"5984",80,0,0,0.505,1,"harmless","phone"
"5985",80,1,0,0.551,0,"dangerous","phone"
"5986",80,0,0,0.768,1,"harmless","phone"
"5987",80,1,1,0.39,0,"dangerous","gun"
"5988",80,0,1,0.444,0,"harmless","gun"
"5989",80,0,1,0.432,0,"harmless","gun"
"5990",80,1,0,0.5,1,"dangerous","phone"
"5991",80,0,0,0.48,1,"harmless","phone"
"5992",80,1,0,0.528,1,"dangerous","phone"
"5993",80,1,1,0.358,0,"dangerous","gun"
"5994",80,1,1,0.304,0,"dangerous","gun"
"5995",80,1,0,0.444,0,"dangerous","phone"
"5996",80,1,1,0.354,0,"dangerous","gun"
"5997",80,1,1,0.537,0,"dangerous","gun"
"5998",80,0,0,0.511,1,"harmless","phone"
"5999",80,0,0,0.503,1,"harmless","phone"
"6000",80,1,1,0.338,0,"dangerous","gun"
"6001",80,1,0,0.472,0,"dangerous","phone"
"6002",80,1,0,0.547,1,"dangerous","phone"
"6003",80,1,1,0.394,1,"dangerous","gun"
"6004",80,1,0,0.486,0,"dangerous","phone"
"6005",80,0,1,0.399,0,"harmless","gun"
"6006",80,0,1,0.538,0,"harmless","gun"
"6007",80,1,0,0.548,0,"dangerous","phone"
"6008",80,0,1,0.479,0,"harmless","gun"
"6009",80,0,1,0.474,0,"harmless","gun"
"6010",80,0,0,0.642,1,"harmless","phone"
"6011",80,0,0,0.582,1,"harmless","phone"
"6012",80,1,0,0.618,1,"dangerous","phone"
"6013",80,1,0,0.525,1,"dangerous","phone"
"6014",80,0,0,0.62,1,"harmless","phone"
"6015",80,0,0,0.537,1,"harmless","phone"
"6016",80,0,0,0.683,1,"harmless","phone"
"6017",80,0,1,0.485,0,"harmless","gun"
"6018",80,0,1,0.427,0,"harmless","gun"
"6019",80,0,1,0.53,0,"harmless","gun"
"6020",80,0,1,0.487,0,"harmless","gun"
"6021",80,1,1,0.495,0,"dangerous","gun"
"6022",80,0,1,0.563,0,"harmless","gun"
"6023",80,1,0,0.614,1,"dangerous","phone"
"6024",80,0,0,0.504,1,"harmless","phone"
"6025",80,0,1,0.507,0,"harmless","gun"
"6026",80,0,1,0.56,0,"harmless","gun"
"6027",80,0,0,0.66,1,"harmless","phone"
"6028",80,0,0,0.58,1,"harmless","phone"
"6029",80,1,0,0.633,1,"dangerous","phone"
"6030",80,0,1,0.765,0,"harmless","gun"
"6031",80,0,0,0.475,1,"harmless","phone"
"6032",80,1,1,0.594,0,"dangerous","gun"
"6033",80,1,0,0.629,1,"dangerous","phone"
"6034",80,1,1,0.555,0,"dangerous","gun"
"6035",80,0,0,0.69,1,"harmless","phone"
"6036",80,0,1,0.522,0,"harmless","gun"
"6037",80,1,1,0.391,0,"dangerous","gun"
"6038",80,0,0,0.66,1,"harmless","phone"
"6039",80,1,1,0.508,0,"dangerous","gun"
"6040",80,1,1,0.388,0,"dangerous","gun"
"6041",80,0,0,0.562,1,"harmless","phone"
"6042",80,0,0,0.574,1,"harmless","phone"
"6043",80,1,1,0.507,0,"dangerous","gun"
"6044",80,0,1,0.599,0,"harmless","gun"
"6045",80,0,1,0.447,0,"harmless","gun"
"6046",80,0,0,0.668,1,"harmless","phone"
"6047",80,0,1,0.499,0,"harmless","gun"
"6048",80,1,0,0.541,0,"dangerous","phone"
"6049",80,0,1,0.593,0,"harmless","gun"
"6050",80,0,1,0.472,0,"harmless","gun"
"6051",80,0,0,0.581,1,"harmless","phone"
"6052",80,0,0,0.608,1,"harmless","phone"
"6053",80,0,0,0.652,1,"harmless","phone"
"6054",80,0,1,0.645,0,"harmless","gun"
"6055",80,0,1,0.446,0,"harmless","gun"
"6056",80,0,0,0.7,1,"harmless","phone"
"6057",80,1,1,0.419,0,"dangerous","gun"
"6058",80,1,0,0.643,1,"dangerous","phone"
"6059",80,1,0,0.589,1,"dangerous","phone"
"6060",80,1,1,0.555,0,"dangerous","gun"
"6061",80,1,0,0.631,1,"dangerous","phone"
"6062",80,1,1,0.546,0,"dangerous","gun"
"6063",80,1,1,0.621,0,"dangerous","gun"
"6064",80,1,1,0.423,0,"dangerous","gun"
"6065",80,0,0,0.694,1,"harmless","phone"
"6066",80,1,0,0.716,1,"dangerous","phone"
"6067",80,0,0,0.596,1,"harmless","phone"
"6068",80,1,1,0.576,0,"dangerous","gun"
"6069",80,1,1,0.666,0,"dangerous","gun"
"6070",80,0,0,0.642,1,"harmless","phone"
"6071",80,0,0,0.589,1,"harmless","phone"
"6072",80,0,1,0.523,0,"harmless","gun"
"6073",80,0,0,0.406,1,"harmless","phone"
"6074",80,1,1,0.316,0,"dangerous","gun"
"6075",80,1,1,0.403,0,"dangerous","gun"
"6076",80,0,1,0.522,1,"harmless","gun"
"6077",80,0,0,0.57,1,"harmless","phone"
"6078",80,0,1,0.491,0,"harmless","gun"
"6079",80,0,1,0.492,0,"harmless","gun"
"6080",80,0,0,0.655,0,"harmless","phone"
"6081",80,1,0,0.593,1,"dangerous","phone"
"6082",80,1,0,0.671,1,"dangerous","phone"
"6083",80,1,1,0.601,0,"dangerous","gun"
"6084",80,0,0,0.619,1,"harmless","phone"
"6085",80,1,1,0.52,0,"dangerous","gun"
"6086",80,0,0,0.745,1,"harmless","phone"
"6087",80,1,0,0.289,0,"dangerous","phone"
"6088",81,1,0,0.502,0,"dangerous","phone"
"6089",81,1,0,0.691,0,"dangerous","phone"
"6090",81,1,0,0.579,0,"dangerous","phone"
"6091",81,1,1,0.397,0,"dangerous","gun"
"6092",81,1,0,0.508,0,"dangerous","phone"
"6093",81,0,0,0.544,1,"harmless","phone"
"6094",81,0,0,0.715,1,"harmless","phone"
"6095",81,0,1,0.429,1,"harmless","gun"
"6096",81,1,0,0.643,0,"dangerous","phone"
"6097",81,0,1,0.536,1,"harmless","gun"
"6098",81,0,1,0.591,0,"harmless","gun"
"6099",81,0,1,0.643,0,"harmless","gun"
"6100",81,1,1,0.661,0,"dangerous","gun"
"6101",81,1,1,0.416,0,"dangerous","gun"
"6102",81,0,1,0.636,0,"harmless","gun"
"6103",81,0,1,0.468,0,"harmless","gun"
"6104",81,1,0,0.732,1,"dangerous","phone"
"6105",81,0,1,0.648,0,"harmless","gun"
"6106",81,1,1,0.615,0,"dangerous","gun"
"6107",81,0,1,0.526,0,"harmless","gun"
"6108",81,0,0,0.605,1,"harmless","phone"
"6109",81,0,0,0.676,1,"harmless","phone"
"6110",81,0,1,0.443,1,"harmless","gun"
"6111",81,1,1,0.617,0,"dangerous","gun"
"6112",81,1,0,0.639,0,"dangerous","phone"
"6113",81,0,1,0.483,1,"harmless","gun"
"6114",81,0,0,0.615,0,"harmless","phone"
"6115",81,1,0,0.505,1,"dangerous","phone"
"6116",81,1,1,0.544,0,"dangerous","gun"
"6117",81,0,1,0.659,0,"harmless","gun"
"6118",81,1,1,0.57,0,"dangerous","gun"
"6119",81,1,0,0.678,1,"dangerous","phone"
"6120",81,1,0,0.654,1,"dangerous","phone"
"6121",81,1,1,0.527,0,"dangerous","gun"
"6122",81,0,1,0.503,0,"harmless","gun"
"6123",81,0,1,0.421,0,"harmless","gun"
"6124",81,1,0,0.566,1,"dangerous","phone"
"6125",81,0,1,0.445,0,"harmless","gun"
"6126",81,0,0,0.658,1,"harmless","phone"
"6127",81,1,1,0.537,0,"dangerous","gun"
"6128",81,1,0,0.664,1,"dangerous","phone"
"6129",81,1,0,0.593,1,"dangerous","phone"
"6130",81,0,1,0.684,0,"harmless","gun"
"6131",81,0,0,0.55,1,"harmless","phone"
"6132",81,0,1,0.387,1,"harmless","gun"
"6133",81,0,0,0.629,1,"harmless","phone"
"6134",81,0,0,0.707,1,"harmless","phone"
"6135",81,1,0,0.656,1,"dangerous","phone"
"6136",81,1,1,0.522,0,"dangerous","gun"
"6137",81,0,1,0.456,0,"harmless","gun"
"6138",81,1,1,0.541,0,"dangerous","gun"
"6139",81,0,1,0.386,0,"harmless","gun"
"6140",81,1,0,0.518,1,"dangerous","phone"
"6141",81,1,1,0.506,0,"dangerous","gun"
"6142",81,1,1,0.394,0,"dangerous","gun"
"6143",81,0,0,0.723,1,"harmless","phone"
"6144",81,0,0,0.639,1,"harmless","phone"
"6145",81,1,0,0.745,1,"dangerous","phone"
"6146",81,1,0,0.61,1,"dangerous","phone"
"6147",81,1,1,0.476,0,"dangerous","gun"
"6148",81,0,0,0.799,1,"harmless","phone"
"6149",81,1,1,0.467,0,"dangerous","gun"
"6150",81,0,1,0.455,0,"harmless","gun"
"6151",81,0,0,0.555,1,"harmless","phone"
"6152",81,0,1,0.474,0,"harmless","gun"
"6153",81,1,1,0.528,0,"dangerous","gun"
"6154",81,0,0,0.553,1,"harmless","phone"
"6155",81,0,1,0.462,0,"harmless","gun"
"6156",81,0,0,0.547,1,"harmless","phone"
"6157",81,1,1,0.385,0,"dangerous","gun"
"6158",81,1,1,0.424,0,"dangerous","gun"
"6159",81,1,1,0.449,0,"dangerous","gun"
"6160",81,0,0,0.533,1,"harmless","phone"
"6161",81,0,0,0.578,1,"harmless","phone"
"6162",81,1,0,0.556,1,"dangerous","phone"
"6163",81,1,0,0.508,1,"dangerous","phone"
"6164",81,0,1,0.462,0,"harmless","gun"
"6165",81,0,0,0.612,1,"harmless","phone"
"6166",81,0,1,0.378,0,"harmless","gun"
"6167",81,1,1,0.417,0,"dangerous","gun"
"6168",81,1,1,0.441,0,"dangerous","gun"
"6169",81,0,1,0.446,0,"harmless","gun"
"6170",81,0,0,0.578,1,"harmless","phone"
"6171",81,1,0,0.528,1,"dangerous","phone"
"6172",81,1,0,0.574,1,"dangerous","phone"
"6173",81,1,1,0.476,0,"dangerous","gun"
"6174",81,1,0,0.461,1,"dangerous","phone"
"6175",81,1,0,0.409,1,"dangerous","phone"
"6176",81,1,1,0.433,0,"dangerous","gun"
"6177",81,1,0,0.514,1,"dangerous","phone"
"6178",81,1,0,0.499,1,"dangerous","phone"
"6179",81,1,0,0.43,1,"dangerous","phone"
"6180",81,0,1,0.385,0,"harmless","gun"
"6181",81,0,0,0.578,1,"harmless","phone"
"6182",81,1,1,0.654,0,"dangerous","gun"
"6183",81,0,0,0.569,1,"harmless","phone"
"6184",81,1,0,0.501,1,"dangerous","phone"
"6185",81,1,0,0.553,1,"dangerous","phone"
"6186",81,1,0,0.505,1,"dangerous","phone"
"6187",81,0,0,0.428,1,"harmless","phone"
"6188",81,1,1,0.483,0,"dangerous","gun"
"6189",81,0,1,0.426,0,"harmless","gun"
"6190",81,1,1,0.466,0,"dangerous","gun"
"6191",81,1,0,0.581,1,"dangerous","phone"
"6192",81,0,1,0.398,1,"harmless","gun"
"6193",81,1,0,0.622,1,"dangerous","phone"
"6194",81,0,0,0.551,1,"harmless","phone"
"6195",81,1,1,0.421,0,"dangerous","gun"
"6196",81,0,0,0.637,1,"harmless","phone"
"6197",81,0,1,0.428,0,"harmless","gun"
"6198",81,0,1,0.469,0,"harmless","gun"
"6199",81,0,1,0.507,0,"harmless","gun"
"6200",81,0,0,0.592,1,"harmless","phone"
"6201",81,1,1,0.462,0,"dangerous","gun"
"6202",86,0,1,0.214,1,"harmless","gun"
"6203",86,1,0,0.245,0,"dangerous","phone"
"6204",86,0,0,0.242,1,"harmless","phone"
"6205",86,1,1,0.317,0,"dangerous","gun"
"6206",86,0,1,0.33,1,"harmless","gun"
"6207",86,1,0,0.359,1,"dangerous","phone"
"6208",86,0,1,0.373,1,"harmless","gun"
"6209",86,0,0,0.3,1,"harmless","phone"
"6210",86,0,0,0.395,1,"harmless","phone"
"6211",86,1,1,0.329,1,"dangerous","gun"
"6212",86,0,1,0.329,1,"harmless","gun"
"6213",86,1,1,0.272,0,"dangerous","gun"
"6214",86,1,0,0.627,1,"dangerous","phone"
"6215",86,1,0,0.371,0,"dangerous","phone"
"6216",86,0,0,0.603,1,"harmless","phone"
"6217",86,1,1,0.429,0,"dangerous","gun"
"6218",86,0,0,0.389,1,"harmless","phone"
"6219",86,1,1,0.335,0,"dangerous","gun"
"6220",86,1,1,0.416,0,"dangerous","gun"
"6221",86,1,1,0.477,0,"dangerous","gun"
"6222",86,1,1,0.342,0,"dangerous","gun"
"6223",86,1,0,0.392,1,"dangerous","phone"
"6224",86,1,0,0.629,1,"dangerous","phone"
"6225",86,1,0,0.665,1,"dangerous","phone"
"6226",86,0,1,0.362,0,"harmless","gun"
"6227",86,1,0,0.518,1,"dangerous","phone"
"6228",86,1,1,0.365,0,"dangerous","gun"
"6229",86,1,1,0.46,0,"dangerous","gun"
"6230",86,1,1,0.454,0,"dangerous","gun"
"6231",86,1,1,0.37,0,"dangerous","gun"
"6232",86,1,0,0.384,1,"dangerous","phone"
"6233",86,1,1,0.352,0,"dangerous","gun"
"6234",86,0,1,0.403,0,"harmless","gun"
"6235",86,1,1,0.368,0,"dangerous","gun"
"6236",86,0,1,0.369,0,"harmless","gun"
"6237",86,1,0,0.546,1,"dangerous","phone"
"6238",86,1,0,0.777,1,"dangerous","phone"
"6239",86,1,0,0.457,1,"dangerous","phone"
"6240",86,1,1,0.328,0,"dangerous","gun"
"6241",86,1,0,0.51,1,"dangerous","phone"
"6242",86,0,0,0.427,1,"harmless","phone"
"6243",86,0,1,0.41,0,"harmless","gun"
"6244",86,0,1,0.477,0,"harmless","gun"
"6245",86,0,1,0.445,0,"harmless","gun"
"6246",86,1,0,0.529,1,"dangerous","phone"
"6247",86,0,1,0.382,0,"harmless","gun"
"6248",86,1,1,0.418,0,"dangerous","gun"
"6249",86,1,1,0.373,0,"dangerous","gun"
"6250",86,1,1,0.361,0,"dangerous","gun"
"6251",86,1,1,0.366,0,"dangerous","gun"
"6252",86,0,0,0.515,1,"harmless","phone"
"6253",86,0,0,0.545,1,"harmless","phone"
"6254",86,1,0,0.334,0,"dangerous","phone"
"6255",86,1,1,0.452,0,"dangerous","gun"
"6256",86,0,1,0.471,0,"harmless","gun"
"6257",86,0,1,0.425,0,"harmless","gun"
"6258",86,0,1,0.429,0,"harmless","gun"
"6259",86,1,1,0.411,0,"dangerous","gun"
"6260",86,1,1,0.368,0,"dangerous","gun"
"6261",86,1,0,0.568,1,"dangerous","phone"
"6262",86,1,1,0.339,0,"dangerous","gun"
"6263",86,0,0,0.539,1,"harmless","phone"
"6264",86,0,1,0.443,1,"harmless","gun"
"6265",86,1,1,0.366,0,"dangerous","gun"
"6266",86,1,1,0.39,0,"dangerous","gun"
"6267",86,1,1,0.413,0,"dangerous","gun"
"6268",86,1,0,0.53,1,"dangerous","phone"
"6269",86,0,0,0.533,1,"harmless","phone"
"6270",86,1,0,0.534,1,"dangerous","phone"
"6271",86,1,1,0.376,0,"dangerous","gun"
"6272",86,1,0,0.495,1,"dangerous","phone"
"6273",86,0,1,0.434,0,"harmless","gun"
"6274",86,0,0,0.424,1,"harmless","phone"
"6275",86,1,1,0.383,0,"dangerous","gun"
"6276",86,1,1,0.455,0,"dangerous","gun"
"6277",86,1,1,0.444,1,"dangerous","gun"
"6278",86,0,0,0.508,1,"harmless","phone"
"6279",86,1,0,0.575,1,"dangerous","phone"
"6280",86,0,0,0.525,1,"harmless","phone"
"6281",86,1,1,0.416,0,"dangerous","gun"
"6282",86,0,1,0.406,0,"harmless","gun"
"6283",86,0,0,0.413,1,"harmless","phone"
"6284",86,0,0,0.516,1,"harmless","phone"
"6285",86,0,1,0.423,0,"harmless","gun"
"6286",86,0,1,0.526,0,"harmless","gun"
"6287",86,1,0,0.496,1,"dangerous","phone"
"6288",86,1,0,0.58,1,"dangerous","phone"
"6289",86,0,0,0.452,1,"harmless","phone"
"6290",86,1,1,0.394,0,"dangerous","gun"
"6291",86,0,1,0.478,0,"harmless","gun"
"6292",86,1,1,0.432,0,"dangerous","gun"
"6293",86,0,1,0.464,0,"harmless","gun"
"6294",86,1,0,0.468,1,"dangerous","phone"
"6295",86,1,0,0.585,1,"dangerous","phone"
"6296",86,0,1,0.394,0,"harmless","gun"
"6297",86,0,0,0.448,1,"harmless","phone"
"6298",86,1,1,0.438,0,"dangerous","gun"
"6299",86,1,0,0.619,1,"dangerous","phone"
"6300",86,1,0,0.54,1,"dangerous","phone"
"6301",86,0,0,0.526,1,"harmless","phone"
"6302",86,0,0,0.402,1,"harmless","phone"
"6303",86,1,1,0.41,0,"dangerous","gun"
"6304",86,1,1,0.433,0,"dangerous","gun"
"6305",86,1,1,0.44,0,"dangerous","gun"
"6306",86,1,0,0.397,1,"dangerous","phone"
"6307",86,0,1,0.484,0,"harmless","gun"
"6308",86,1,1,0.377,1,"dangerous","gun"
"6309",86,1,1,0.412,0,"dangerous","gun"
"6310",86,0,0,0.531,1,"harmless","phone"
"6311",86,0,0,0.581,1,"harmless","phone"
"6312",86,0,0,0.469,1,"harmless","phone"
"6313",86,0,1,0.446,0,"harmless","gun"
"6314",86,1,0,0.498,1,"dangerous","phone"
"6315",86,0,1,0.485,0,"harmless","gun"
"6316",86,0,0,0.505,1,"harmless","phone"
"6317",86,0,0,0.412,1,"harmless","phone"
"6318",86,1,1,0.386,0,"dangerous","gun"
"6319",86,1,1,0.362,1,"dangerous","gun"
"6320",87,1,0,0.808,1,"dangerous","phone"
"6321",87,1,1,0.534,0,"dangerous","gun"
"6322",87,1,0,0.804,1,"dangerous","phone"
"6323",87,1,1,0.439,0,"dangerous","gun"
"6324",87,1,1,0.477,0,"dangerous","gun"
"6325",87,1,1,0.419,0,"dangerous","gun"
"6326",87,1,1,0.395,0,"dangerous","gun"
"6327",87,1,1,0.404,0,"dangerous","gun"
"6328",87,0,0,0.573,1,"harmless","phone"
"6329",87,1,1,0.398,1,"dangerous","gun"
"6330",87,1,0,0.495,0,"dangerous","phone"
"6331",87,0,0,0.737,1,"harmless","phone"
"6332",87,0,0,0.682,1,"harmless","phone"
"6333",87,1,0,0.663,1,"dangerous","phone"
"6334",87,0,1,0.547,0,"harmless","gun"
"6335",87,0,0,0.726,1,"harmless","phone"
"6336",87,0,0,0.687,1,"harmless","phone"
"6337",87,1,1,0.395,0,"dangerous","gun"
"6338",87,0,1,0.612,0,"harmless","gun"
"6339",87,0,1,0.496,0,"harmless","gun"
"6340",87,0,0,0.692,1,"harmless","phone"
"6341",87,0,1,0.448,0,"harmless","gun"
"6342",87,1,1,0.421,0,"dangerous","gun"
"6343",87,1,1,0.411,0,"dangerous","gun"
"6344",87,1,0,0.611,1,"dangerous","phone"
"6345",87,0,1,0.402,0,"harmless","gun"
"6346",87,0,1,0.415,0,"harmless","gun"
"6347",87,1,1,0.437,1,"dangerous","gun"
"6348",87,0,1,0.377,0,"harmless","gun"
"6349",87,1,1,0.37,0,"dangerous","gun"
"6350",87,1,1,0.363,0,"dangerous","gun"
"6351",87,0,1,0.501,0,"harmless","gun"
"6352",87,0,0,0.665,1,"harmless","phone"
"6353",87,0,1,0.374,0,"harmless","gun"
"6354",87,0,1,0.497,0,"harmless","gun"
"6355",87,1,0,0.742,1,"dangerous","phone"
"6356",87,1,0,0.738,1,"dangerous","phone"
"6357",87,1,1,0.432,0,"dangerous","gun"
"6358",87,0,1,0.422,0,"harmless","gun"
"6359",87,0,0,0.621,1,"harmless","phone"
"6360",87,1,1,0.478,0,"dangerous","gun"
"6361",87,0,0,0.643,1,"harmless","phone"
"6362",87,0,0,0.546,1,"harmless","phone"
"6363",87,1,1,0.397,0,"dangerous","gun"
"6364",87,0,1,0.581,0,"harmless","gun"
"6365",87,1,1,0.436,0,"dangerous","gun"
"6366",87,0,1,0.396,0,"harmless","gun"
"6367",87,0,1,0.403,0,"harmless","gun"
"6368",87,1,0,0.62,1,"dangerous","phone"
"6369",87,0,0,0.619,1,"harmless","phone"
"6370",87,0,1,0.412,0,"harmless","gun"
"6371",87,0,1,0.404,0,"harmless","gun"
"6372",87,0,1,0.365,0,"harmless","gun"
"6373",87,0,1,0.376,0,"harmless","gun"
"6374",87,0,0,0.626,1,"harmless","phone"
"6375",87,0,0,0.575,1,"harmless","phone"
"6376",87,1,1,0.479,0,"dangerous","gun"
"6377",87,0,0,0.677,1,"harmless","phone"
"6378",87,0,0,0.562,1,"harmless","phone"
"6379",87,0,0,0.595,1,"harmless","phone"
"6380",87,0,0,0.546,1,"harmless","phone"
"6381",87,0,0,0.501,1,"harmless","phone"
"6382",87,1,1,0.407,0,"dangerous","gun"
"6383",87,1,1,0.384,0,"dangerous","gun"
"6384",87,0,0,0.589,1,"harmless","phone"
"6385",87,1,0,0.557,1,"dangerous","phone"
"6386",87,0,1,0.479,0,"harmless","gun"
"6387",87,0,0,0.597,1,"harmless","phone"
"6388",87,1,0,0.631,1,"dangerous","phone"
"6389",87,1,1,0.439,0,"dangerous","gun"
"6390",87,1,1,0.43,0,"dangerous","gun"
"6391",87,1,1,0.374,0,"dangerous","gun"
"6392",87,1,1,0.431,0,"dangerous","gun"
"6393",87,0,0,0.679,1,"harmless","phone"
"6394",87,1,1,0.419,0,"dangerous","gun"
"6395",87,1,0,0.651,1,"dangerous","phone"
"6396",87,0,1,0.41,0,"harmless","gun"
"6397",87,1,0,0.562,1,"dangerous","phone"
"6398",87,1,1,0.451,0,"dangerous","gun"
"6399",87,1,0,0.698,1,"dangerous","phone"
"6400",87,0,1,0.42,0,"harmless","gun"
"6401",87,0,1,0.507,0,"harmless","gun"
"6402",87,0,1,0.398,0,"harmless","gun"
"6403",87,1,1,0.406,0,"dangerous","gun"
"6404",87,0,0,0.605,1,"harmless","phone"
"6405",87,1,1,0.46,0,"dangerous","gun"
"6406",87,1,1,0.432,0,"dangerous","gun"
"6407",87,0,0,0.661,1,"harmless","phone"
"6408",87,0,0,0.641,1,"harmless","phone"
"6409",87,0,0,0.606,1,"harmless","phone"
"6410",87,0,1,0.589,0,"harmless","gun"
"6411",87,1,0,0.623,1,"dangerous","phone"
"6412",87,0,0,0.559,1,"harmless","phone"
"6413",87,1,0,0.575,1,"dangerous","phone"
"6414",87,0,0,0.609,1,"harmless","phone"
"6415",87,0,0,0.593,1,"harmless","phone"
"6416",87,0,1,0.496,0,"harmless","gun"
"6417",87,1,1,0.454,0,"dangerous","gun"
"6418",87,1,0,0.699,1,"dangerous","phone"
"6419",87,1,0,0.629,1,"dangerous","phone"
"6420",87,0,0,0.628,1,"harmless","phone"
"6421",87,1,1,0.435,0,"dangerous","gun"
"6422",87,0,0,0.538,1,"harmless","phone"
"6423",87,1,1,0.428,0,"dangerous","gun"
"6424",87,1,0,0.563,1,"dangerous","phone"
"6425",87,1,1,0.517,0,"dangerous","gun"
"6426",87,1,0,0.553,1,"dangerous","phone"
"6427",87,1,1,0.364,0,"dangerous","gun"
"6428",87,0,0,0.534,1,"harmless","phone"
"6429",87,1,1,0.442,0,"dangerous","gun"
"6430",87,1,0,0.656,1,"dangerous","phone"
"6431",87,1,0,0.689,1,"dangerous","phone"
"6432",87,1,0,0.558,1,"dangerous","phone"
"6433",87,1,1,0.557,0,"dangerous","gun"
"6434",87,0,1,0.304,1,"harmless","gun"
"6435",87,0,1,0.574,0,"harmless","gun"
"6436",87,0,1,0.478,0,"harmless","gun"
"6437",87,1,1,0.405,0,"dangerous","gun"
"6438",87,1,0,0.589,1,"dangerous","phone"
"6439",88,1,0,0.254,0,"dangerous","phone"
"6440",88,1,0,0.503,0,"dangerous","phone"
"6441",88,0,1,0.504,0,"harmless","gun"
"6442",88,1,1,0.429,0,"dangerous","gun"
"6443",88,0,0,0.435,1,"harmless","phone"
"6444",88,1,1,0.347,0,"dangerous","gun"
"6445",88,0,1,0.466,0,"harmless","gun"
"6446",88,0,1,0.415,1,"harmless","gun"
"6447",88,0,1,0.356,1,"harmless","gun"
"6448",88,1,0,0.658,1,"dangerous","phone"
"6449",88,0,0,0.582,1,"harmless","phone"
"6450",88,0,1,0.453,0,"harmless","gun"
"6451",88,1,1,0.413,0,"dangerous","gun"
"6452",88,1,0,0.492,1,"dangerous","phone"
"6453",88,0,0,0.525,0,"harmless","phone"
