"","subj_idx","dangerous","weapon","rt","response","condition","stimulus"
"2091",28,0,0,0.542,1,"harmless","phone"
"2092",28,0,1,0.442,0,"harmless","gun"
"2093",28,0,1,0.441,0,"harmless","gun"
"2094",28,1,0,0.551,1,"dangerous","phone"
"2095",28,0,1,0.514,0,"harmless","gun"
"2096",28,1,0,0.509,1,"dangerous","phone"
"2097",28,0,0,0.556,1,"harmless","phone"
"2098",28,0,0,0.552,1,"harmless","phone"
"2099",28,1,0,0.531,1,"dangerous","phone"
"2100",28,1,1,0.509,0,"dangerous","gun"
"2101",28,1,1,0.347,0,"dangerous","gun"
"2102",28,1,0,0.446,1,"dangerous","phone"
"2103",28,0,1,0.429,0,"harmless","gun"
"2104",28,1,1,0.366,0,"dangerous","gun"
"2105",28,0,0,0.483,1,"harmless","phone"
"2106",28,1,0,0.514,1,"dangerous","phone"
"2107",28,1,0,0.528,1,"dangerous","phone"
"2108",28,1,1,0.413,0,"dangerous","gun"
"2109",28,0,0,0.542,1,"harmless","phone"
"2110",28,0,0,0.488,1,"harmless","phone"
"2111",28,1,0,0.533,1,"dangerous","phone"
"2112",28,1,0,0.595,1,"dangerous","phone"
"2113",28,1,1,0.398,0,"dangerous","gun"
"2114",28,1,1,0.369,0,"dangerous","gun"
"2115",28,0,1,0.469,0,"harmless","gun"
"2116",28,0,1,0.497,0,"harmless","gun"
"2117",28,0,1,0.395,0,"harmless","gun"
"2118",28,0,1,0.381,0,"harmless","gun"
"2119",28,0,1,0.382,0,"harmless","gun"
"2120",28,0,0,0.482,1,"harmless","phone"
"2121",28,0,0,0.479,1,"harmless","phone"
"2122",28,0,0,0.476,1,"harmless","phone"
"2123",28,1,0,0.508,1,"dangerous","phone"
"2124",28,0,0,0.444,1,"harmless","phone"
"2125",28,1,0,0.477,1,"dangerous","phone"
"2126",28,0,0,0.52,1,"harmless","phone"
"2127",28,0,0,0.471,1,"harmless","phone"
"2128",28,0,1,0.567,0,"harmless","gun"
"2129",28,0,1,0.452,0,"harmless","gun"
"2209",30,0,0,0.586,1,"harmless","phone"
"2210",30,0,0,0.54,1,"harmless","phone"
"2211",30,0,1,0.416,0,"harmless","gun"
"2212",30,1,1,0.424,0,"dangerous","gun"
"2213",30,0,1,0.399,0,"harmless","gun"
"2214",30,1,1,0.473,0,"dangerous","gun"
"2215",30,1,1,0.389,0,"dangerous","gun"
"2216",30,1,1,0.401,0,"dangerous","gun"
"2217",30,0,0,0.54,1,"harmless","phone"
"2218",30,0,0,0.559,1,"harmless","phone"
"2219",30,0,1,0.384,0,"harmless","gun"
"2220",30,0,0,0.492,1,"harmless","phone"
"2221",30,0,1,0.418,0,"harmless","gun"
"2222",30,1,0,0.415,1,"dangerous","phone"
"2223",30,0,1,0.364,0,"harmless","gun"
"2224",30,0,1,0.464,0,"harmless","gun"
"2225",30,0,0,0.495,1,"harmless","phone"
"2226",30,1,1,0.39,0,"dangerous","gun"
"2227",30,1,1,0.453,0,"dangerous","gun"
"2228",30,0,0,0.529,1,"harmless","phone"
"2229",30,1,0,0.502,1,"dangerous","phone"
"2230",30,0,1,0.414,0,"harmless","gun"
"2231",30,0,0,0.506,1,"harmless","phone"
"2232",30,0,0,0.722,1,"harmless","phone"
"2233",30,1,1,0.408,0,"dangerous","gun"
"2234",30,1,0,0.494,1,"dangerous","phone"
"2235",30,1,1,0.5,0,"dangerous","gun"
"2236",30,1,1,0.427,0,"dangerous","gun"
"2237",30,0,1,0.44,0,"harmless","gun"
"2238",30,0,1,0.441,0,"harmless","gun"
"2239",30,0,0,0.538,1,"harmless","phone"
"2240",30,0,1,0.398,0,"harmless","gun"
"2241",30,1,0,0.559,1,"dangerous","phone"
"2242",30,0,0,0.501,1,"harmless","phone"
"2243",30,0,0,0.541,1,"harmless","phone"
"2244",30,1,1,0.438,0,"dangerous","gun"
"2245",30,0,1,0.406,0,"harmless","gun"
"2246",30,1,0,0.458,1,"dangerous","phone"
"2247",30,0,1,0.395,0,"harmless","gun"
"2248",30,1,0,0.448,1,"dangerous","phone"
"2249",30,0,1,0.465,0,"harmless","gun"
"2250",30,1,0,0.514,1,"dangerous","phone"
"2251",30,0,0,0.526,1,"harmless","phone"
"2252",30,1,0,0.523,1,"dangerous","phone"
"2253",30,1,0,0.489,1,"dangerous","phone"
"2254",30,0,0,0.474,1,"harmless","phone"
"2255",30,0,1,0.589,0,"harmless","gun"
"2256",30,0,0,0.459,1,"harmless","phone"
"2257",30,0,0,0.492,1,"harmless","phone"
"2258",30,1,0,0.523,1,"dangerous","phone"
"2259",30,1,0,0.455,1,"dangerous","phone"
"2260",30,0,0,0.487,1,"harmless","phone"
"2261",30,1,0,0.469,1,"dangerous","phone"
"2262",30,0,1,0.42,0,"harmless","gun"
"2263",30,0,0,0.565,1,"harmless","phone"
"2264",30,0,1,0.401,0,"harmless","gun"
"2265",30,0,0,0.548,1,"harmless","phone"
"2266",30,1,1,0.496,0,"dangerous","gun"
"2267",30,0,1,0.494,0,"harmless","gun"
"2268",30,1,0,0.495,1,"dangerous","phone"
"2269",30,1,0,0.574,1,"dangerous","phone"
"2270",30,1,1,0.44,0,"dangerous","gun"
"2271",30,1,0,0.475,1,"dangerous","phone"
"2272",30,0,0,0.507,1,"harmless","phone"
"2273",30,1,0,0.538,1,"dangerous","phone"
"2274",30,0,1,0.486,0,"harmless","gun"
"2275",30,0,0,0.532,1,"harmless","phone"
"2276",30,1,0,0.577,1,"dangerous","phone"
"2277",30,1,1,0.445,0,"dangerous","gun"
"2278",30,1,0,0.541,1,"dangerous","phone"
"2279",30,0,1,0.393,0,"harmless","gun"
"2280",30,1,1,0.476,0,"dangerous","gun"
"2281",30,0,0,0.605,1,"harmless","phone"
"2282",30,1,1,0.44,0,"dangerous","gun"
"2283",30,0,0,0.522,1,"harmless","phone"
"2284",30,0,0,0.535,1,"harmless","phone"
"2285",30,0,0,0.578,1,"harmless","phone"
"2286",30,1,0,0.522,1,"dangerous","phone"
"2287",30,1,1,0.454,0,"dangerous","gun"
"2288",30,0,0,0.551,1,"harmless","phone"
"2289",30,1,0,0.498,1,"dangerous","phone"
"2290",30,0,0,0.43,1,"harmless","phone"
"2291",30,1,1,0.396,0,"dangerous","gun"
"2292",30,0,0,0.43,1,"harmless","phone"
"2293",30,0,1,0.413,1,"harmless","gun"
"2294",30,0,0,0.51,1,"harmless","phone"
"2295",30,0,0,0.445,1,"harmless","phone"
"2296",30,1,1,0.447,0,"dangerous","gun"
"2297",30,0,0,0.591,1,"harmless","phone"
"2298",30,0,1,0.506,0,"harmless","gun"
"2299",30,0,1,0.471,0,"harmless","gun"
"2300",30,0,1,0.424,0,"harmless","gun"
"2301",30,0,1,0.411,0,"harmless","gun"
"2302",30,0,0,0.573,1,"harmless","phone"
"2303",30,1,0,0.584,1,"dangerous","phone"
"2304",30,0,0,0.483,1,"harmless","phone"
"2305",30,0,1,0.434,0,"harmless","gun"
"2306",30,1,0,0.531,1,"dangerous","phone"
"2307",30,1,0,0.658,1,"dangerous","phone"
"2308",30,1,0,0.555,1,"dangerous","phone"
"2309",30,1,0,0.472,1,"dangerous","phone"
"2310",30,1,1,0.489,0,"dangerous","gun"
"2311",30,1,1,0.522,0,"dangerous","gun"
"2312",30,1,0,0.567,1,"dangerous","phone"
"2313",30,0,1,0.434,0,"harmless","gun"
"2314",30,1,1,0.501,0,"dangerous","gun"
"2315",30,0,0,0.483,1,"harmless","phone"
"2316",30,1,0,0.562,1,"dangerous","phone"
"2317",30,0,1,0.461,0,"harmless","gun"
"2318",30,1,1,0.462,0,"dangerous","gun"
"2319",30,1,0,0.477,1,"dangerous","phone"
"2320",30,0,1,0.445,0,"harmless","gun"
"2321",30,1,0,0.541,1,"dangerous","phone"
"2322",30,1,1,0.476,0,"dangerous","gun"
"2323",30,1,0,0.557,1,"dangerous","phone"
"2324",30,0,0,0.586,1,"harmless","phone"
"2325",30,0,0,0.66,1,"harmless","phone"
"2326",30,0,1,0.541,0,"harmless","gun"
"2327",30,1,1,0.521,0,"dangerous","gun"
"2328",30,0,0,0.472,1,"harmless","phone"
"2329",31,1,1,0.474,0,"dangerous","gun"
"2330",31,1,1,0.629,0,"dangerous","gun"
"2331",31,0,1,0.528,0,"harmless","gun"
"2332",31,0,1,0.567,0,"harmless","gun"
"2333",31,0,1,0.604,0,"harmless","gun"
"2334",31,1,1,0.804,0,"dangerous","gun"
"2335",31,0,1,0.492,0,"harmless","gun"
"2336",31,0,1,0.727,0,"harmless","gun"
"2337",31,1,0,0.793,1,"dangerous","phone"
"2338",31,0,0,0.632,1,"harmless","phone"
"2339",31,1,0,0.671,1,"dangerous","phone"
"2340",31,0,1,0.461,0,"harmless","gun"
"2341",31,0,0,0.559,1,"harmless","phone"
"2342",31,0,0,0.686,1,"harmless","phone"
"2343",31,1,0,0.656,1,"dangerous","phone"
"2344",31,0,1,0.44,0,"harmless","gun"
"2345",31,0,1,0.725,0,"harmless","gun"
"2346",31,1,1,0.471,0,"dangerous","gun"
"2347",31,0,1,0.533,0,"harmless","gun"
"2348",31,1,1,0.442,0,"dangerous","gun"
"2349",31,1,1,0.575,0,"dangerous","gun"
"2350",31,1,0,0.595,1,"dangerous","phone"
"2351",31,0,0,0.528,1,"harmless","phone"
"2352",31,1,1,0.554,0,"dangerous","gun"
"2353",31,1,0,0.58,1,"dangerous","phone"
"2354",31,0,0,0.593,1,"harmless","phone"
"2355",31,0,1,0.512,0,"harmless","gun"
"2356",31,1,1,0.471,0,"dangerous","gun"
"2357",31,1,0,0.561,1,"dangerous","phone"
"2358",31,0,1,0.405,0,"harmless","gun"
"2359",31,0,0,0.693,1,"harmless","phone"
"2360",31,0,1,0.424,0,"harmless","gun"
"2361",31,1,1,0.604,0,"dangerous","gun"
"2362",31,1,0,0.547,1,"dangerous","phone"
"2363",31,0,1,0.524,0,"harmless","gun"
"2364",31,0,1,0.57,0,"harmless","gun"
"2365",31,0,0,0.515,1,"harmless","phone"
"2366",31,1,1,0.516,0,"dangerous","gun"
"2367",31,0,0,0.616,1,"harmless","phone"
"2368",31,0,0,0.638,1,"harmless","phone"
"2369",31,1,0,0.686,1,"dangerous","phone"
"2370",31,0,0,0.733,1,"harmless","phone"
"2371",31,1,0,0.524,1,"dangerous","phone"
"2372",31,1,1,0.478,0,"dangerous","gun"
"2373",31,1,1,0.564,0,"dangerous","gun"
"2374",31,1,0,0.518,1,"dangerous","phone"
"2375",31,0,1,0.575,0,"harmless","gun"
"2376",31,0,1,0.564,0,"harmless","gun"
"2377",31,0,1,0.51,0,"harmless","gun"
"2378",31,1,0,0.728,1,"dangerous","phone"
"2379",31,0,1,0.478,0,"harmless","gun"
"2380",31,1,1,0.675,0,"dangerous","gun"
"2381",31,0,1,0.514,0,"harmless","gun"
"2382",31,0,1,0.506,0,"harmless","gun"
"2383",31,0,1,0.452,0,"harmless","gun"
"2384",31,0,1,0.662,0,"harmless","gun"
"2385",31,1,1,0.517,0,"dangerous","gun"
"2386",31,1,1,0.446,0,"dangerous","gun"
"2387",31,0,0,0.498,1,"harmless","phone"
"2388",31,1,0,0.523,1,"dangerous","phone"
"2389",31,0,1,0.55,0,"harmless","gun"
"2390",31,1,0,0.682,1,"dangerous","phone"
"2391",31,1,1,0.449,0,"dangerous","gun"
"2392",31,0,1,0.488,0,"harmless","gun"
"2393",31,1,1,0.558,0,"dangerous","gun"
"2394",31,0,0,0.646,1,"harmless","phone"
"2395",31,0,1,0.633,0,"harmless","gun"
"2396",31,1,1,0.556,0,"dangerous","gun"
"2397",31,0,1,0.444,0,"harmless","gun"
"2398",31,0,1,0.408,0,"harmless","gun"
"2399",31,0,0,0.64,1,"harmless","phone"
"2400",31,1,0,0.714,1,"dangerous","phone"
"2401",31,0,1,0.359,0,"harmless","gun"
"2402",31,1,1,0.492,0,"dangerous","gun"
"2403",31,0,0,0.672,1,"harmless","phone"
"2404",31,1,1,0.575,0,"dangerous","gun"
"2405",31,0,1,0.615,0,"harmless","gun"
"2406",31,1,0,0.668,1,"dangerous","phone"
"2407",31,0,1,0.469,0,"harmless","gun"
"2408",31,1,0,0.648,1,"dangerous","phone"
"2409",31,1,1,0.609,0,"dangerous","gun"
"2410",31,1,1,0.583,0,"dangerous","gun"
"2411",31,1,1,0.527,0,"dangerous","gun"
"2412",31,0,0,0.616,1,"harmless","phone"
"2413",31,0,0,0.679,1,"harmless","phone"
"2414",31,1,1,0.69,0,"dangerous","gun"
"2415",31,1,1,0.466,0,"dangerous","gun"
"2416",31,1,1,0.522,0,"dangerous","gun"
"2417",31,0,1,0.51,0,"harmless","gun"
"2418",31,0,0,0.571,1,"harmless","phone"
"2419",31,0,1,0.465,0,"harmless","gun"
"2420",31,0,0,0.716,1,"harmless","phone"
"2421",31,0,1,0.418,0,"harmless","gun"
"2422",31,1,0,0.619,0,"dangerous","phone"
"2423",31,1,1,0.537,0,"dangerous","gun"
"2424",31,1,1,0.522,0,"dangerous","gun"
"2425",31,1,0,0.543,1,"dangerous","phone"
"2426",31,0,1,0.587,0,"harmless","gun"
"2427",31,0,0,0.676,1,"harmless","phone"
"2428",31,1,0,0.694,1,"dangerous","phone"
"2429",31,0,0,0.645,1,"harmless","phone"
"2430",31,1,0,0.586,1,"dangerous","phone"
"2431",31,1,1,0.646,0,"dangerous","gun"
"2432",31,1,1,0.541,0,"dangerous","gun"
"2433",31,0,0,0.558,1,"harmless","phone"
"2434",31,1,1,0.737,1,"dangerous","gun"
"2435",31,1,0,0.589,1,"dangerous","phone"
"2436",31,1,0,0.753,1,"dangerous","phone"
"2437",31,0,1,0.445,0,"harmless","gun"
"2438",31,0,1,0.503,0,"harmless","gun"
"2439",31,1,0,0.59,1,"dangerous","phone"
"2440",31,0,1,0.49,0,"harmless","gun"
"2441",31,0,0,0.64,1,"harmless","phone"
"2442",31,1,0,0.577,1,"dangerous","phone"
"2443",31,0,1,0.484,0,"harmless","gun"
"2444",31,1,1,0.461,0,"dangerous","gun"
"2445",31,0,0,0.647,1,"harmless","phone"
"2446",31,0,1,0.568,0,"harmless","gun"
"2447",32,1,1,0.383,0,"dangerous","gun"
"2448",32,1,1,0.538,0,"dangerous","gun"
"2449",32,0,1,0.407,0,"harmless","gun"
"2450",32,0,1,0.352,1,"harmless","gun"
"2451",32,1,0,0.621,1,"dangerous","phone"
"2452",32,1,0,0.78,1,"dangerous","phone"
"2453",32,1,1,0.383,0,"dangerous","gun"
"2454",32,1,0,0.641,1,"dangerous","phone"
"2455",32,0,0,0.629,1,"harmless","phone"
"2456",32,1,1,0.415,0,"dangerous","gun"
"2457",32,1,1,0.418,0,"dangerous","gun"
"2458",32,1,0,0.604,1,"dangerous","phone"
"2459",32,0,1,0.463,0,"harmless","gun"
"2460",32,0,1,0.382,0,"harmless","gun"
"2461",32,0,0,0.572,1,"harmless","phone"
"2462",32,0,0,0.708,1,"harmless","phone"
"2463",32,0,0,0.583,1,"harmless","phone"
"2464",32,0,0,0.518,1,"harmless","phone"
"2465",32,1,1,0.509,0,"dangerous","gun"
"2466",32,1,0,0.506,1,"dangerous","phone"
"2467",32,1,0,0.459,1,"dangerous","phone"
"2468",32,1,0,0.519,1,"dangerous","phone"
"2469",32,1,1,0.388,0,"dangerous","gun"
"2470",32,0,0,0.536,1,"harmless","phone"
"2471",32,0,0,0.534,1,"harmless","phone"
"2472",32,1,0,0.541,1,"dangerous","phone"
"2473",32,1,0,0.591,1,"dangerous","phone"
"2474",32,0,0,0.548,1,"harmless","phone"
"2475",32,1,1,0.462,0,"dangerous","gun"
"2476",32,1,1,0.403,0,"dangerous","gun"
"2477",32,1,1,0.482,0,"dangerous","gun"
"2478",32,0,0,0.605,1,"harmless","phone"
"2479",32,1,0,0.562,1,"dangerous","phone"
"2480",32,1,1,0.426,0,"dangerous","gun"
"2481",32,1,1,0.413,0,"dangerous","gun"
"2482",32,1,1,0.417,0,"dangerous","gun"
"2483",32,0,1,0.388,0,"harmless","gun"
"2484",32,0,1,0.41,0,"harmless","gun"
"2485",32,1,1,0.451,0,"dangerous","gun"
"2486",32,1,1,0.383,0,"dangerous","gun"
"2487",32,1,1,0.427,0,"dangerous","gun"
"2488",32,1,1,0.449,0,"dangerous","gun"
"2489",32,1,1,0.395,0,"dangerous","gun"
"2490",32,1,1,0.386,0,"dangerous","gun"
"2491",32,1,1,0.443,0,"dangerous","gun"
"2492",32,1,0,0.568,1,"dangerous","phone"
"2493",32,1,1,0.463,0,"dangerous","gun"
"2494",32,1,1,0.419,0,"dangerous","gun"
"2495",32,1,1,0.41,0,"dangerous","gun"
"2496",32,0,1,0.41,0,"harmless","gun"
"2497",32,0,0,0.655,1,"harmless","phone"
"2498",32,0,0,0.56,1,"harmless","phone"
"2499",32,1,0,0.595,1,"dangerous","phone"
"2500",32,1,0,0.524,1,"dangerous","phone"
"2501",32,1,1,0.437,0,"dangerous","gun"
"2502",32,0,0,0.602,1,"harmless","phone"
"2503",32,1,1,0.421,0,"dangerous","gun"
"2504",32,0,0,0.541,1,"harmless","phone"
"2505",32,0,1,0.471,0,"harmless","gun"
"2506",32,0,1,0.411,0,"harmless","gun"
"2507",32,0,0,0.624,1,"harmless","phone"
"2508",32,0,0,0.455,1,"harmless","phone"
"2509",32,1,0,0.532,1,"dangerous","phone"
"2510",32,0,1,0.395,0,"harmless","gun"
"2511",32,1,1,0.506,0,"dangerous","gun"
"2512",32,1,1,0.401,0,"dangerous","gun"
"2513",32,1,0,0.569,1,"dangerous","phone"
"2514",32,0,0,0.614,1,"harmless","phone"
"2515",32,1,1,0.422,0,"dangerous","gun"
"2516",32,1,1,0.402,0,"dangerous","gun"
"2517",32,0,1,0.522,0,"harmless","gun"
"2518",32,0,0,0.629,1,"harmless","phone"
"2519",32,1,0,0.627,1,"dangerous","phone"
"2520",32,0,1,0.457,0,"harmless","gun"
"2521",32,0,1,0.44,0,"harmless","gun"
"2522",32,1,0,0.809,1,"dangerous","phone"
"2523",32,1,0,0.6,1,"dangerous","phone"
"2524",32,0,0,0.462,1,"harmless","phone"
"2525",32,1,0,0.479,1,"dangerous","phone"
"2526",32,1,1,0.426,0,"dangerous","gun"
"2527",32,1,0,0.521,1,"dangerous","phone"
"2528",32,0,1,0.39,0,"harmless","gun"
"2529",32,0,0,0.467,1,"harmless","phone"
"2530",32,0,0,0.54,1,"harmless","phone"
"2531",32,1,0,0.551,1,"dangerous","phone"
"2532",32,0,0,0.585,1,"harmless","phone"
"2533",32,0,0,0.545,1,"harmless","phone"
"2534",32,1,0,0.434,1,"dangerous","phone"
"2535",32,1,0,0.478,1,"dangerous","phone"
"2536",32,1,0,0.497,1,"dangerous","phone"
"2537",32,1,0,0.547,1,"dangerous","phone"
"2538",32,1,1,0.709,0,"dangerous","gun"
"2539",32,1,0,0.564,1,"dangerous","phone"
"2540",32,0,0,0.526,1,"harmless","phone"
"2541",32,0,0,0.576,1,"harmless","phone"
"2542",32,1,0,0.79,1,"dangerous","phone"
"2543",32,0,0,0.486,1,"harmless","phone"
"2544",32,0,0,0.628,1,"harmless","phone"
"2545",32,0,1,0.516,0,"harmless","gun"
"2546",32,0,1,0.449,0,"harmless","gun"
"2547",32,1,0,0.533,1,"dangerous","phone"
"2548",32,1,0,0.565,1,"dangerous","phone"
"2549",32,1,1,0.439,0,"dangerous","gun"
"2550",32,0,0,0.511,1,"harmless","phone"
"2551",32,1,1,0.428,0,"dangerous","gun"
"2552",32,0,1,0.511,0,"harmless","gun"
"2553",32,1,1,0.397,0,"dangerous","gun"
"2554",32,0,0,0.518,1,"harmless","phone"
"2555",32,0,1,0.392,0,"harmless","gun"
"2556",32,0,0,0.564,1,"harmless","phone"
"2557",32,1,1,0.403,0,"dangerous","gun"
"2558",32,1,0,0.606,1,"dangerous","phone"
"2559",32,1,1,0.421,0,"dangerous","gun"
"2560",32,0,1,0.393,0,"harmless","gun"
"2561",32,0,1,0.42,0,"harmless","gun"
"2562",32,0,1,0.333,0,"harmless","gun"
"2563",32,0,1,0.362,0,"harmless","gun"
"2564",32,0,0,0.498,1,"harmless","phone"
"2565",32,1,1,0.383,0,"dangerous","gun"
"2566",32,1,1,0.393,0,"dangerous","gun"
"2567",33,1,0,0.402,0,"dangerous","phone"
"2568",33,1,1,0.382,0,"dangerous","gun"
"2569",33,0,0,0.565,0,"harmless","phone"
"2570",33,0,1,0.4,0,"harmless","gun"
"2571",33,0,1,0.517,0,"harmless","gun"
"2572",33,0,0,0.39,1,"harmless","phone"
"2573",33,1,0,0.554,1,"dangerous","phone"
"2574",33,1,1,0.392,0,"dangerous","gun"
"2575",33,1,0,0.639,1,"dangerous","phone"
"2576",33,1,0,0.763,1,"dangerous","phone"
"2577",33,1,0,0.586,1,"dangerous","phone"
"2578",33,1,0,0.616,1,"dangerous","phone"
"2579",33,1,0,0.433,1,"dangerous","phone"
"2580",33,0,1,0.463,0,"harmless","gun"
"2581",33,0,0,0.572,1,"harmless","phone"
"2582",33,1,0,0.551,1,"dangerous","phone"
"2583",33,1,0,0.516,1,"dangerous","phone"
"2584",33,1,0,0.582,1,"dangerous","phone"
"2585",33,0,1,0.636,0,"harmless","gun"
"2586",33,0,0,0.456,1,"harmless","phone"
"2587",33,1,1,0.458,0,"dangerous","gun"
"2588",33,1,1,0.524,0,"dangerous","gun"
"2589",33,0,1,0.574,0,"harmless","gun"
"2590",33,0,1,0.735,0,"harmless","gun"
"2591",33,1,0,0.581,1,"dangerous","phone"
"2592",33,1,1,0.496,0,"dangerous","gun"
"2593",33,1,0,0.574,1,"dangerous","phone"
"2594",33,1,1,0.507,0,"dangerous","gun"
"2595",33,0,0,0.509,1,"harmless","phone"
"2596",33,1,0,0.534,1,"dangerous","phone"
"2597",33,1,1,0.421,0,"dangerous","gun"
"2598",33,1,0,0.571,1,"dangerous","phone"
"2599",33,1,0,0.551,1,"dangerous","phone"
"2600",33,1,0,0.53,1,"dangerous","phone"
"2601",33,0,0,0.542,1,"harmless","phone"
"2602",33,0,1,0.475,0,"harmless","gun"
"2603",33,0,0,0.526,1,"harmless","phone"
"2604",33,0,1,0.492,0,"harmless","gun"
"2605",33,0,0,0.554,1,"harmless","phone"
"2606",33,1,1,0.413,0,"dangerous","gun"
"2607",33,0,0,0.499,1,"harmless","phone"
"2608",33,1,1,0.527,0,"dangerous","gun"
"2609",33,0,1,0.509,0,"harmless","gun"
"2610",33,0,0,0.638,1,"harmless","phone"
"2611",33,1,1,0.46,0,"dangerous","gun"
"2612",33,0,1,0.542,0,"harmless","gun"
"2613",33,0,0,0.576,1,"harmless","phone"
"2614",33,1,1,0.43,0,"dangerous","gun"
"2615",33,0,1,0.515,0,"harmless","gun"
"2616",33,1,0,0.58,1,"dangerous","phone"
"2617",33,0,1,0.447,0,"harmless","gun"
"2618",33,0,0,0.643,1,"harmless","phone"
"2619",33,1,0,0.668,1,"dangerous","phone"
"2620",33,0,1,0.454,0,"harmless","gun"
"2621",33,0,1,0.507,0,"harmless","gun"
"2622",33,0,1,0.508,0,"harmless","gun"
"2623",33,0,1,0.606,0,"harmless","gun"
"2624",33,0,0,0.681,1,"harmless","phone"
"2625",33,1,1,0.555,0,"dangerous","gun"
"2626",33,0,0,0.651,1,"harmless","phone"
"2627",33,0,0,0.568,1,"harmless","phone"
"2628",33,0,0,0.665,1,"harmless","phone"
"2629",33,0,1,0.516,0,"harmless","gun"
"2630",33,0,0,0.535,1,"harmless","phone"
"2631",33,0,1,0.599,0,"harmless","gun"
"2632",33,1,1,0.516,0,"dangerous","gun"
"2633",33,1,1,0.497,0,"dangerous","gun"
"2634",33,0,0,0.546,1,"harmless","phone"
"2635",33,1,1,0.432,0,"dangerous","gun"
"2636",33,0,1,0.517,0,"harmless","gun"
"2637",33,1,1,0.471,0,"dangerous","gun"
"2638",33,0,0,0.507,1,"harmless","phone"
"2639",33,0,0,0.636,1,"harmless","phone"
"2640",33,1,0,0.47,1,"dangerous","phone"
"2641",33,1,1,0.358,1,"dangerous","gun"
"2642",33,1,0,0.591,1,"dangerous","phone"
"2643",33,0,1,0.477,0,"harmless","gun"
"2644",33,0,0,0.481,1,"harmless","phone"
"2645",33,0,1,0.438,0,"harmless","gun"
"2646",33,1,1,0.555,0,"dangerous","gun"
"2647",33,1,1,0.461,0,"dangerous","gun"
"2648",33,1,1,0.495,0,"dangerous","gun"
"2649",33,0,1,0.449,0,"harmless","gun"
"2650",33,1,1,0.403,0,"dangerous","gun"
"2651",33,1,1,0.456,0,"dangerous","gun"
"2652",33,1,1,0.459,0,"dangerous","gun"
"2653",33,0,0,0.573,1,"harmless","phone"
"2654",33,0,1,0.649,0,"harmless","gun"
"2655",33,1,1,0.435,0,"dangerous","gun"
"2656",33,0,0,0.504,1,"harmless","phone"
"2657",33,1,0,0.475,1,"dangerous","phone"
"2658",33,0,1,0.443,0,"harmless","gun"
"2659",33,0,0,0.511,1,"harmless","phone"
"2660",33,0,0,0.557,1,"harmless","phone"
"2661",33,1,0,0.538,1,"dangerous","phone"
"2662",33,1,0,0.542,1,"dangerous","phone"
"2663",33,0,1,0.424,0,"harmless","gun"
"2664",33,1,1,0.396,0,"dangerous","gun"
"2665",33,1,0,0.514,1,"dangerous","phone"
"2666",33,0,0,0.514,1,"harmless","phone"
"2667",33,0,0,0.529,1,"harmless","phone"
"2668",33,1,1,0.402,0,"dangerous","gun"
"2669",33,1,0,0.425,1,"dangerous","phone"
"2670",33,0,0,0.448,1,"harmless","phone"
"2671",33,1,1,0.446,0,"dangerous","gun"
"2672",33,0,0,0.468,1,"harmless","phone"
"2673",33,0,1,0.443,0,"harmless","gun"
"2674",33,0,1,0.399,0,"harmless","gun"
"2675",33,0,1,0.472,0,"harmless","gun"
"2676",33,1,0,0.525,1,"dangerous","phone"
"2677",33,1,1,0.432,0,"dangerous","gun"
"2678",33,1,0,0.646,1,"dangerous","phone"
"2679",33,1,1,0.464,0,"dangerous","gun"
"2680",33,1,1,0.438,0,"dangerous","gun"
"2681",33,0,0,0.508,1,"harmless","phone"
"2682",33,0,0,0.511,1,"harmless","phone"
"2683",33,0,0,0.532,1,"harmless","phone"
"2684",33,1,1,0.424,0,"dangerous","gun"
"2685",33,1,1,0.459,0,"dangerous","gun"
"2686",33,1,1,0.381,0,"dangerous","gun"
"2687",34,1,0,0.506,0,"dangerous","phone"
"2688",34,1,0,0.714,1,"dangerous","phone"
"2689",34,1,0,0.62,1,"dangerous","phone"
"2690",34,1,1,0.472,0,"dangerous","gun"
"2691",34,0,1,0.623,0,"harmless","gun"
"2692",34,1,0,0.586,1,"dangerous","phone"
"2693",34,0,0,0.657,1,"harmless","phone"
"2694",34,0,0,0.755,1,"harmless","phone"
"2695",34,1,1,0.432,0,"dangerous","gun"
"2696",34,0,1,0.513,0,"harmless","gun"
"2697",34,1,1,0.527,0,"dangerous","gun"
"2698",34,0,0,0.621,1,"harmless","phone"
"2699",34,0,1,0.529,0,"harmless","gun"
"2700",34,0,0,0.656,1,"harmless","phone"
"2701",34,1,1,0.455,0,"dangerous","gun"
"2702",34,0,0,0.62,1,"harmless","phone"
"2703",34,0,1,0.597,0,"harmless","gun"
"2704",34,1,0,0.612,1,"dangerous","phone"
"2705",34,1,0,0.623,1,"dangerous","phone"
"2706",34,0,1,0.424,0,"harmless","gun"
"2707",34,0,1,0.463,0,"harmless","gun"
"2708",34,0,1,0.516,0,"harmless","gun"
"2709",34,0,1,0.445,0,"harmless","gun"
"2710",34,1,1,0.505,0,"dangerous","gun"
"2711",34,0,0,0.59,1,"harmless","phone"
"2712",34,1,0,0.641,1,"dangerous","phone"
"2713",34,1,0,0.532,1,"dangerous","phone"
"2714",34,1,1,0.492,0,"dangerous","gun"
"2715",34,0,0,0.53,1,"harmless","phone"
"2716",34,1,1,0.393,0,"dangerous","gun"
"2717",34,0,0,0.567,1,"harmless","phone"
