"","subj_idx","stimulus","stim","rt","response","condition"
"2130",19,"gun","wg",0.434,0,"white"
"2131",19,"phone","bp",0.637,1,"black"
"2132",19,"phone","bp",0.56,1,"black"
"2133",19,"gun","bg",0.423,0,"black"
"2134",19,"phone","wp",0.558,1,"white"
"2135",19,"gun","wg",0.496,0,"white"
"2136",19,"gun","wg",0.33,0,"white"
"2137",19,"phone","wp",0.583,0,"white"
"2138",19,"phone","wp",0.611,1,"white"
"2139",19,"phone","wp",0.467,1,"white"
"2140",19,"phone","bp",0.652,1,"black"
"2141",19,"gun","wg",0.412,0,"white"
"2142",19,"gun","wg",0.546,0,"white"
"2143",19,"phone","bp",0.606,1,"black"
"2144",19,"phone","bp",0.679,1,"black"
"2145",19,"gun","bg",0.44,0,"black"
"2146",19,"gun","wg",0.466,0,"white"
"2147",19,"phone","wp",0.541,1,"white"
"2148",19,"phone","bp",0.645,1,"black"
"2149",19,"gun","bg",0.404,0,"black"
"2150",19,"gun","bg",0.414,0,"black"
"2151",19,"phone","bp",0.495,1,"black"
"2152",19,"phone","wp",0.507,1,"white"
"2153",19,"phone","wp",0.441,1,"white"
"2154",19,"phone","bp",0.508,1,"black"
"2155",19,"phone","bp",0.551,1,"black"
"2156",19,"phone","bp",0.613,1,"black"
"2157",19,"phone","bp",0.561,1,"black"
"2158",19,"gun","bg",0.447,0,"black"
"2159",19,"phone","bp",0.53,1,"black"
"2160",19,"phone","wp",0.655,1,"white"
"2161",19,"phone","bp",0.466,1,"black"
"2162",19,"phone","bp",0.6,1,"black"
"2163",19,"phone","bp",0.518,1,"black"
"2164",19,"gun","bg",0.455,0,"black"
"2165",19,"gun","bg",0.431,0,"black"
"2166",19,"phone","bp",0.585,1,"black"
"2167",19,"phone","bp",0.597,1,"black"
"2168",19,"gun","bg",0.377,0,"black"
"2169",19,"gun","bg",0.388,0,"black"
"2170",19,"phone","bp",0.544,1,"black"
"2171",19,"gun","wg",0.429,0,"white"
"2172",19,"phone","wp",0.545,1,"white"
"2173",19,"gun","wg",0.425,1,"white"
"2174",19,"gun","wg",0.554,0,"white"
"2175",19,"phone","bp",0.663,1,"black"
"2176",19,"gun","bg",0.379,0,"black"
"2177",19,"gun","wg",0.447,0,"white"
"2178",19,"phone","wp",0.405,1,"white"
"2179",19,"phone","bp",0.605,1,"black"
"2180",19,"gun","bg",0.38,0,"black"
"2181",19,"phone","bp",0.596,1,"black"
"2182",19,"phone","bp",0.55,1,"black"
"2183",19,"gun","bg",0.419,0,"black"
"2184",19,"gun","bg",0.488,0,"black"
"2185",19,"phone","bp",0.478,1,"black"
"2186",19,"gun","bg",0.496,0,"black"
"2187",19,"gun","bg",0.436,0,"black"
"2188",19,"phone","wp",0.475,1,"white"
"2189",19,"phone","bp",0.579,1,"black"
"2190",19,"phone","bp",0.599,1,"black"
"2191",19,"gun","wg",0.473,0,"white"
"2192",19,"phone","bp",0.661,1,"black"
"2193",19,"phone","bp",0.66,1,"black"
"2195",19,"phone","wp",0.552,1,"white"
"2196",19,"phone","wp",0.577,1,"white"
"2197",19,"gun","bg",0.438,0,"black"
"2198",19,"gun","bg",0.449,0,"black"
"2199",19,"phone","bp",0.606,1,"black"
"2200",19,"phone","bp",0.638,1,"black"
"2201",19,"phone","bp",0.596,1,"black"
"2202",19,"phone","wp",0.535,1,"white"
"2203",19,"gun","bg",0.429,0,"black"
"2204",19,"phone","wp",0.634,1,"white"
"2205",19,"phone","wp",0.482,1,"white"
"2206",19,"gun","wg",0.427,0,"white"
"2207",19,"gun","wg",0.506,0,"white"
"2208",19,"gun","bg",0.471,0,"black"
"2209",19,"gun","bg",0.419,0,"black"
"2210",19,"gun","bg",0.484,0,"black"
"2211",19,"gun","bg",0.449,0,"black"
"2212",19,"gun","wg",0.478,0,"white"
"2213",19,"phone","wp",0.567,1,"white"
"2214",19,"phone","wp",0.583,1,"white"
"2215",19,"phone","bp",0.618,1,"black"
"2216",19,"gun","bg",0.446,0,"black"
"2217",19,"phone","wp",0.544,1,"white"
"2218",19,"gun","wg",0.536,0,"white"
"2219",19,"gun","wg",0.557,0,"white"
"2220",19,"gun","wg",0.469,0,"white"
"2221",19,"phone","wp",0.565,1,"white"
"2222",19,"phone","wp",0.528,1,"white"
"2223",19,"phone","bp",0.606,1,"black"
"2224",19,"gun","bg",0.404,0,"black"
"2225",19,"gun","bg",0.439,0,"black"
"2226",19,"phone","wp",0.5,1,"white"
"2227",19,"gun","wg",0.531,0,"white"
"2228",19,"phone","bp",0.637,1,"black"
"2229",19,"phone","wp",0.533,1,"white"
"2230",19,"phone","bp",0.564,1,"black"
"2231",19,"phone","bp",0.531,1,"black"
"2232",19,"gun","wg",0.547,0,"white"
"2233",19,"gun","wg",0.517,0,"white"
"2234",19,"gun","wg",0.487,0,"white"
"2235",19,"gun","wg",0.51,0,"white"
"2236",19,"gun","bg",0.435,0,"black"
"2237",19,"gun","wg",0.376,0,"white"
"2238",19,"gun","bg",0.336,0,"black"
"2239",19,"phone","bp",0.681,1,"black"
"2240",19,"gun","bg",0.405,0,"black"
"2241",19,"gun","bg",0.414,0,"black"
"2242",19,"phone","wp",0.455,1,"white"
"2243",19,"phone","bp",0.544,1,"black"
"2244",19,"phone","bp",0.532,1,"black"
"2245",19,"phone","wp",0.487,1,"white"
"2246",20,"gun","bg",0.455,0,"black"
"2247",20,"gun","wg",0.425,0,"white"
"2248",20,"gun","bg",0.416,0,"black"
"2249",20,"phone","wp",0.505,1,"white"
"2250",20,"gun","bg",0.415,0,"black"
"2251",20,"phone","wp",0.487,1,"white"
"2252",20,"phone","wp",0.543,1,"white"
"2253",20,"gun","bg",0.355,0,"black"
"2254",20,"gun","wg",0.401,1,"white"
"2255",20,"phone","wp",0.539,0,"white"
"2256",20,"gun","bg",0.485,0,"black"
"2257",20,"gun","wg",0.444,0,"white"
"2258",20,"phone","wp",0.454,1,"white"
"2259",20,"phone","bp",0.513,1,"black"
"2260",20,"phone","bp",0.471,1,"black"
"2261",20,"gun","wg",0.399,0,"white"
"2262",20,"phone","wp",0.603,1,"white"
"2263",20,"gun","wg",0.605,0,"white"
"2264",20,"gun","wg",0.418,0,"white"
"2265",20,"gun","bg",0.429,0,"black"
"2266",20,"gun","bg",0.409,0,"black"
"2267",20,"gun","bg",0.438,0,"black"
"2268",20,"gun","bg",0.481,0,"black"
"2269",20,"phone","bp",0.556,1,"black"
"2270",20,"phone","bp",0.498,1,"black"
"2271",20,"gun","wg",0.587,0,"white"
"2272",20,"gun","bg",0.545,0,"black"
"2273",20,"phone","wp",0.552,1,"white"
"2274",20,"phone","wp",0.574,1,"white"
"2275",20,"gun","bg",0.435,0,"black"
"2276",20,"phone","wp",0.544,1,"white"
"2277",20,"gun","wg",0.518,0,"white"
"2278",20,"gun","wg",0.494,0,"white"
"2279",20,"phone","bp",0.615,1,"black"
"2280",20,"phone","bp",0.636,1,"black"
"2281",20,"gun","bg",0.478,0,"black"
"2282",20,"phone","wp",0.521,1,"white"
"2283",20,"phone","bp",0.599,1,"black"
"2284",20,"phone","wp",0.429,1,"white"
"2285",20,"gun","wg",0.52,0,"white"
"2286",20,"phone","wp",0.496,1,"white"
"2287",20,"gun","wg",0.538,0,"white"
"2288",20,"phone","wp",0.579,1,"white"
"2289",20,"phone","bp",0.586,1,"black"
"2290",20,"phone","wp",0.576,1,"white"
"2291",20,"phone","bp",0.535,1,"black"
"2292",20,"phone","bp",0.464,1,"black"
"2293",20,"phone","bp",0.492,1,"black"
"2294",20,"phone","wp",0.583,1,"white"
"2295",20,"gun","bg",0.416,0,"black"
"2296",20,"gun","bg",0.412,0,"black"
"2297",20,"phone","wp",0.536,1,"white"
"2298",20,"gun","bg",0.51,0,"black"
"2299",20,"phone","bp",0.568,1,"black"
"2300",20,"phone","wp",0.562,1,"white"
"2301",20,"gun","wg",0.473,0,"white"
"2302",20,"phone","bp",0.563,1,"black"
"2303",20,"phone","bp",0.536,1,"black"
"2304",20,"phone","bp",0.528,1,"black"
"2305",20,"phone","bp",0.49,1,"black"
"2306",20,"phone","wp",0.534,1,"white"
"2307",20,"gun","wg",0.477,0,"white"
"2308",20,"phone","bp",0.519,1,"black"
"2309",20,"phone","wp",0.621,1,"white"
"2310",20,"gun","bg",0.432,0,"black"
"2311",20,"phone","bp",0.539,1,"black"
"2312",20,"phone","bp",0.545,1,"black"
"2313",20,"phone","bp",0.457,1,"black"
"2314",20,"gun","wg",0.469,0,"white"
"2315",20,"gun","bg",0.433,0,"black"
"2316",20,"phone","bp",0.477,1,"black"
"2317",20,"gun","wg",0.471,0,"white"
"2318",20,"gun","wg",0.483,0,"white"
"2319",20,"gun","wg",0.477,0,"white"
"2320",20,"gun","bg",0.439,0,"black"
"2321",20,"phone","bp",0.563,1,"black"
"2322",20,"phone","wp",0.469,1,"white"
"2323",20,"phone","wp",0.604,1,"white"
"2324",20,"gun","bg",0.398,0,"black"
"2325",20,"phone","wp",0.573,1,"white"
"2326",20,"phone","wp",0.546,1,"white"
"2327",20,"gun","bg",0.527,0,"black"
"2328",20,"gun","wg",0.456,0,"white"
"2329",20,"phone","wp",0.468,1,"white"
"2330",20,"phone","bp",0.598,1,"black"
"2331",20,"phone","bp",0.46,1,"black"
"2332",20,"phone","wp",0.506,1,"white"
"2333",20,"gun","bg",0.407,0,"black"
"2334",20,"gun","bg",0.405,0,"black"
"2335",20,"phone","bp",0.531,1,"black"
"2336",20,"gun","wg",0.429,0,"white"
"2337",20,"phone","bp",0.539,1,"black"
"2338",20,"phone","bp",0.503,1,"black"
"2339",20,"gun","bg",0.433,0,"black"
"2340",20,"phone","bp",0.48,1,"black"
"2341",20,"phone","wp",0.493,1,"white"
"2342",20,"gun","wg",0.459,0,"white"
"2343",20,"gun","bg",0.489,0,"black"
"2344",20,"phone","bp",0.581,1,"black"
"2345",20,"phone","bp",0.511,1,"black"
"2346",20,"gun","bg",0.427,0,"black"
"2347",20,"gun","wg",0.441,0,"white"
"2348",20,"phone","wp",0.566,1,"white"
"2349",20,"gun","bg",0.498,0,"black"
"2350",20,"gun","bg",0.479,0,"black"
"2351",20,"gun","bg",0.412,0,"black"
"2352",20,"phone","wp",0.476,1,"white"
"2353",20,"phone","bp",0.539,1,"black"
"2354",20,"gun","bg",0.551,1,"black"
"2356",20,"gun","bg",0.477,0,"black"
"2357",20,"phone","bp",0.667,1,"black"
"2358",20,"gun","bg",0.547,0,"black"
"2359",20,"gun","bg",0.558,0,"black"
"2360",20,"phone","wp",0.618,1,"white"
"2361",20,"phone","bp",0.63,1,"black"
"2362",20,"phone","wp",0.592,1,"white"
"2363",20,"gun","bg",0.475,0,"black"
"2364",20,"gun","bg",0.443,0,"black"
"2365",20,"phone","wp",0.474,1,"white"
"2367",21,"gun","wg",0.416,0,"white"
"2368",21,"gun","bg",0.351,0,"black"
"2369",21,"gun","wg",0.465,0,"white"
"2370",21,"gun","wg",0.395,0,"white"
"2371",21,"gun","wg",0.416,0,"white"
"2372",21,"gun","wg",0.423,0,"white"
"2373",21,"gun","bg",0.446,0,"black"
"2374",21,"gun","bg",0.423,0,"black"
"2376",21,"phone","wp",0.505,1,"white"
"2377",21,"gun","wg",0.475,0,"white"
"2378",21,"gun","wg",0.437,0,"white"
"2379",21,"gun","wg",0.42,0,"white"
"2380",21,"phone","wp",0.616,1,"white"
"2381",21,"gun","wg",0.47,0,"white"
"2382",21,"gun","wg",0.601,0,"white"
"2383",21,"phone","bp",0.595,1,"black"
"2384",21,"gun","bg",0.412,0,"black"
"2385",21,"phone","bp",0.609,1,"black"
"2386",21,"phone","wp",0.458,1,"white"
"2387",21,"phone","wp",0.571,1,"white"
"2388",21,"gun","bg",0.405,0,"black"
"2389",21,"phone","bp",0.524,1,"black"
"2390",21,"gun","bg",0.412,0,"black"
"2391",21,"gun","bg",0.434,0,"black"
"2392",21,"gun","bg",0.422,0,"black"
"2393",21,"phone","bp",0.503,1,"black"
"2394",21,"phone","bp",0.583,1,"black"
"2395",21,"phone","wp",0.559,1,"white"
"2396",21,"phone","bp",0.604,1,"black"
"2397",21,"gun","wg",0.569,0,"white"
"2399",21,"phone","wp",0.462,1,"white"
"2400",21,"gun","wg",0.561,0,"white"
"2401",21,"phone","wp",0.464,1,"white"
"2403",21,"gun","wg",0.341,1,"white"
"2404",21,"gun","wg",0.47,0,"white"
"2405",21,"gun","bg",0.407,0,"black"
"2406",21,"phone","wp",0.46,1,"white"
"2407",21,"phone","bp",0.639,1,"black"
"2408",21,"gun","bg",0.459,0,"black"
"2409",21,"phone","wp",0.523,1,"white"
"2410",21,"gun","bg",0.426,0,"black"
"2411",21,"gun","bg",0.406,0,"black"
"2412",21,"gun","bg",0.39,0,"black"
"2413",21,"phone","wp",0.442,1,"white"
"2414",21,"gun","bg",0.363,0,"black"
"2415",21,"gun","bg",0.336,0,"black"
"2416",21,"phone","bp",0.586,1,"black"
"2417",21,"phone","wp",0.535,1,"white"
"2418",21,"gun","wg",0.479,0,"white"
"2419",21,"gun","wg",0.418,0,"white"
"2420",21,"phone","wp",0.419,1,"white"
"2421",21,"gun","bg",0.351,0,"black"
"2422",21,"gun","bg",0.485,0,"black"
"2423",21,"gun","wg",0.338,1,"white"
"2424",21,"phone","wp",0.539,1,"white"
"2425",21,"gun","wg",0.551,0,"white"
"2426",21,"gun","wg",0.415,0,"white"
"2427",21,"gun","wg",0.42,0,"white"
"2428",21,"phone","bp",0.552,1,"black"
"2429",21,"phone","wp",0.487,1,"white"
"2430",21,"phone","bp",0.604,1,"black"
"2431",21,"gun","wg",0.392,1,"white"
"2432",21,"gun","bg",0.436,0,"black"
"2433",21,"phone","bp",0.546,1,"black"
"2434",21,"gun","wg",0.404,0,"white"
"2435",21,"gun","wg",0.548,0,"white"
"2436",21,"gun","bg",0.393,0,"black"
"2437",21,"phone","bp",0.539,1,"black"
"2438",21,"gun","wg",0.437,0,"white"
"2439",21,"phone","wp",0.499,1,"white"
"2440",21,"gun","bg",0.445,0,"black"
"2441",21,"phone","bp",0.568,1,"black"
"2442",21,"gun","bg",0.439,0,"black"
"2443",21,"gun","bg",0.36,0,"black"
"2444",21,"gun","bg",0.398,0,"black"
"2445",21,"phone","bp",0.565,1,"black"
"2447",21,"gun","bg",0.398,0,"black"
"2448",21,"gun","bg",0.404,0,"black"
"2449",21,"gun","wg",0.406,0,"white"
"2450",21,"phone","wp",0.584,1,"white"
"2451",21,"gun","bg",0.508,0,"black"
"2452",21,"phone","wp",0.445,1,"white"
"2453",21,"gun","wg",0.451,0,"white"
"2454",21,"phone","bp",0.614,1,"black"
"2455",21,"phone","wp",0.5,0,"white"
"2456",21,"gun","wg",0.438,0,"white"
"2457",21,"gun","bg",0.489,0,"black"
"2458",21,"gun","wg",0.495,0,"white"
"2459",21,"gun","bg",0.461,0,"black"
"2460",21,"gun","bg",0.36,0,"black"
"2461",21,"gun","wg",0.37,0,"white"
"2462",21,"phone","bp",0.581,1,"black"
"2463",21,"phone","wp",0.419,1,"white"
"2464",21,"gun","bg",0.517,0,"black"
"2465",21,"gun","wg",0.424,0,"white"
"2466",21,"phone","wp",0.461,1,"white"
"2467",21,"phone","bp",0.516,1,"black"
"2468",21,"gun","bg",0.454,0,"black"
"2469",21,"phone","wp",0.441,1,"white"
"2470",21,"gun","wg",0.43,0,"white"
"2471",21,"gun","bg",0.369,0,"black"
"2472",21,"gun","wg",0.407,0,"white"
"2473",21,"gun","wg",0.411,1,"white"
"2474",21,"phone","wp",0.629,1,"white"
"2475",21,"gun","wg",0.414,0,"white"
"2476",21,"phone","wp",0.565,1,"white"
"2477",21,"phone","wp",0.464,1,"white"
"2478",21,"gun","bg",0.438,0,"black"
"2479",21,"gun","wg",0.491,0,"white"
"2480",21,"phone","bp",0.557,1,"black"
"2481",21,"gun","bg",0.414,0,"black"
"2482",21,"gun","bg",0.422,0,"black"
"2483",21,"gun","wg",0.431,0,"white"
"2484",21,"gun","bg",0.407,0,"black"
"2485",21,"phone","bp",0.594,1,"black"
"2486",22,"gun","bg",0.433,0,"black"
"2487",22,"gun","wg",0.495,0,"white"
"2488",22,"gun","wg",0.468,1,"white"
"2489",22,"gun","wg",0.51,0,"white"
"2490",22,"gun","bg",0.434,0,"black"
"2492",22,"phone","bp",0.653,1,"black"
"2493",22,"gun","wg",0.502,0,"white"
"2494",22,"phone","bp",0.574,1,"black"
"2495",22,"phone","bp",0.681,1,"black"
"2496",22,"gun","bg",0.443,0,"black"
"2497",22,"gun","bg",0.448,0,"black"
"2498",22,"phone","bp",0.618,1,"black"
"2499",22,"gun","wg",0.504,0,"white"
"2500",22,"phone","bp",0.618,1,"black"
"2501",22,"phone","wp",0.634,1,"white"
"2503",22,"gun","wg",0.493,0,"white"
"2504",22,"gun","wg",0.561,0,"white"
"2505",22,"phone","bp",0.685,1,"black"
"2506",22,"phone","wp",0.548,0,"white"
"2507",22,"phone","wp",0.667,1,"white"
"2508",22,"phone","wp",0.574,1,"white"
"2509",22,"gun","bg",0.52,0,"black"
"2510",22,"phone","wp",0.632,1,"white"
"2511",22,"gun","bg",0.5,0,"black"
"2512",22,"phone","wp",0.646,1,"white"
"2513",22,"gun","bg",0.567,0,"black"
"2514",22,"gun","bg",0.661,0,"black"
"2515",22,"phone","wp",0.545,1,"white"
"2516",22,"gun","bg",0.468,0,"black"
"2517",22,"phone","wp",0.519,1,"white"
"2518",22,"gun","bg",0.523,0,"black"
"2519",22,"phone","bp",0.543,1,"black"
"2520",22,"phone","bp",0.691,1,"black"
"2521",22,"phone","bp",0.59,1,"black"
"2522",22,"phone","bp",0.484,1,"black"
"2523",22,"phone","wp",0.586,1,"white"
"2524",22,"phone","wp",0.476,1,"white"
"2525",22,"gun","wg",0.439,0,"white"
"2526",22,"phone","wp",0.497,1,"white"
"2527",22,"gun","wg",0.423,0,"white"
"2528",22,"gun","bg",0.409,0,"black"
"2529",22,"phone","bp",0.486,1,"black"
"2530",22,"gun","bg",0.364,0,"black"
"2531",22,"gun","wg",0.442,0,"white"
"2532",22,"phone","bp",0.449,1,"black"
"2533",22,"phone","wp",0.489,1,"white"
"2534",22,"phone","wp",0.508,1,"white"
"2535",22,"phone","bp",0.45,0,"black"
"2536",22,"gun","wg",0.519,0,"white"
"2537",22,"gun","bg",0.537,0,"black"
"2538",22,"gun","wg",0.505,0,"white"
"2539",22,"gun","wg",0.419,0,"white"
"2540",22,"phone","bp",0.544,0,"black"
"2541",22,"gun","bg",0.547,0,"black"
"2542",22,"gun","bg",0.503,0,"black"
"2543",22,"gun","wg",0.541,0,"white"
"2544",22,"phone","wp",0.611,1,"white"
"2545",22,"phone","bp",0.637,1,"black"
"2546",22,"phone","wp",0.546,1,"white"
"2547",22,"gun","wg",0.537,0,"white"
"2548",22,"phone","wp",0.53,1,"white"
"2549",22,"gun","bg",0.426,0,"black"
"2550",22,"phone","bp",0.566,1,"black"
"2551",22,"gun","bg",0.429,0,"black"
"2552",22,"phone","wp",0.461,1,"white"
"2553",22,"gun","bg",0.444,0,"black"
"2554",22,"phone","bp",0.52,1,"black"
"2555",22,"gun","wg",0.561,0,"white"
"2556",22,"gun","bg",0.487,0,"black"
"2557",22,"gun","bg",0.516,0,"black"
"2558",22,"phone","bp",0.559,1,"black"
"2559",22,"phone","wp",0.514,1,"white"
"2560",22,"phone","bp",0.522,1,"black"
"2561",22,"phone","bp",0.563,1,"black"
"2562",22,"gun","wg",0.471,0,"white"
"2563",22,"phone","bp",0.53,1,"black"
"2564",22,"gun","bg",0.49,0,"black"
"2565",22,"phone","wp",0.532,1,"white"
"2566",22,"phone","bp",0.623,1,"black"
"2567",22,"phone","bp",0.614,1,"black"
"2568",22,"gun","bg",0.462,0,"black"
"2569",22,"phone","wp",0.442,1,"white"
"2570",22,"phone","wp",0.583,1,"white"
"2571",22,"phone","wp",0.46,1,"white"
"2572",22,"gun","bg",0.521,0,"black"
"2573",22,"phone","bp",0.517,1,"black"
"2574",22,"phone","bp",0.593,1,"black"
"2575",22,"phone","bp",0.521,1,"black"
"2576",22,"gun","bg",0.517,0,"black"
"2577",22,"phone","wp",0.462,1,"white"
"2578",22,"phone","wp",0.604,1,"white"
"2579",22,"phone","wp",0.391,1,"white"
"2580",22,"gun","wg",0.455,0,"white"
"2581",22,"phone","bp",0.501,1,"black"
"2582",22,"gun","wg",0.529,0,"white"
"2583",22,"phone","bp",0.473,1,"black"
"2584",22,"gun","wg",0.439,0,"white"
"2585",22,"gun","wg",0.568,0,"white"
"2586",22,"phone","bp",0.515,1,"black"
"2587",22,"gun","bg",0.477,0,"black"
"2589",22,"gun","wg",0.556,0,"white"
"2590",22,"gun","wg",0.472,0,"white"
"2591",22,"phone","wp",0.519,1,"white"
"2592",22,"gun","wg",0.434,0,"white"
"2593",22,"phone","wp",0.495,1,"white"
"2594",22,"phone","wp",0.554,1,"white"
"2595",22,"gun","wg",0.487,0,"white"
"2596",22,"gun","bg",0.469,0,"black"
"2597",22,"phone","wp",0.517,1,"white"
"2598",22,"phone","bp",0.658,1,"black"
"2599",22,"gun","wg",0.443,0,"white"
"2600",22,"phone","bp",0.522,1,"black"
"2601",22,"phone","wp",0.519,1,"white"
"2602",22,"phone","wp",0.532,1,"white"
"2603",22,"phone","bp",0.625,1,"black"
"2604",22,"phone","wp",0.506,1,"white"
"2605",23,"phone","wp",0.616,0,"white"
"2606",23,"phone","wp",0.659,1,"white"
"2607",23,"phone","wp",0.604,1,"white"
"2608",23,"gun","bg",0.44,0,"black"
"2609",23,"gun","bg",0.536,0,"black"
"2610",23,"gun","bg",0.49,0,"black"
"2612",23,"gun","wg",0.432,0,"white"
"2613",23,"phone","wp",0.674,1,"white"
"2614",23,"phone","wp",0.645,1,"white"
"2615",23,"gun","wg",0.508,0,"white"
"2616",23,"gun","bg",0.542,0,"black"
"2617",23,"gun","wg",0.575,0,"white"
"2618",23,"gun","wg",0.46,0,"white"
"2620",23,"gun","bg",0.47,0,"black"
"2622",23,"gun","wg",0.478,0,"white"
"2623",23,"gun","wg",0.449,0,"white"
"2624",23,"gun","wg",0.5,0,"white"
"2625",23,"phone","wp",0.646,1,"white"
"2626",23,"gun","bg",0.43,0,"black"
"2627",23,"gun","bg",0.595,0,"black"
"2628",23,"gun","bg",0.419,0,"black"
"2629",23,"phone","wp",0.601,1,"white"
"2630",23,"gun","wg",0.519,0,"white"
"2632",23,"gun","bg",0.433,0,"black"
"2633",23,"gun","bg",0.519,0,"black"
"2634",23,"gun","wg",0.413,0,"white"
"2635",23,"phone","bp",0.659,1,"black"
"2636",23,"phone","wp",0.658,1,"white"
"2637",23,"gun","wg",0.561,0,"white"
"2638",23,"gun","bg",0.453,0,"black"
"2639",23,"gun","wg",0.491,0,"white"
"2641",23,"phone","wp",0.585,1,"white"
"2642",23,"phone","wp",0.599,0,"white"
"2644",23,"gun","wg",0.594,0,"white"
"2645",23,"gun","wg",0.549,0,"white"
"2646",23,"phone","wp",0.616,1,"white"
"2648",23,"gun","bg",0.422,0,"black"
"2649",23,"phone","wp",0.609,1,"white"
"2650",23,"phone","bp",0.674,1,"black"
"2651",23,"phone","bp",0.685,1,"black"
"2652",23,"gun","bg",0.396,0,"black"
"2653",23,"phone","wp",0.567,1,"white"
"2654",23,"phone","wp",0.585,1,"white"
"2655",23,"phone","bp",0.664,1,"black"
"2657",23,"gun","bg",0.462,0,"black"
"2658",23,"phone","wp",0.584,1,"white"
"2659",23,"gun","bg",0.57,0,"black"
"2660",23,"gun","wg",0.545,0,"white"
"2661",23,"gun","bg",0.47,0,"black"
"2662",23,"phone","bp",0.622,1,"black"
"2664",23,"gun","bg",0.557,0,"black"
"2665",23,"gun","bg",0.466,0,"black"
"2666",23,"gun","wg",0.472,0,"white"
"2667",23,"phone","wp",0.656,1,"white"
"2668",23,"gun","wg",0.575,0,"white"
"2669",23,"gun","wg",0.515,0,"white"
"2670",23,"phone","wp",0.602,1,"white"
"2671",23,"gun","bg",0.583,0,"black"
"2672",23,"phone","wp",0.634,1,"white"
"2673",23,"gun","wg",0.504,0,"white"
"2674",23,"gun","wg",0.574,0,"white"
"2675",23,"phone","wp",0.642,1,"white"
"2676",23,"gun","wg",0.545,0,"white"
"2677",23,"phone","bp",0.678,1,"black"
"2678",23,"gun","wg",0.55,0,"white"
"2679",23,"gun","wg",0.571,0,"white"
"2680",23,"phone","wp",0.623,1,"white"
"2682",23,"phone","bp",0.656,1,"black"
"2683",23,"phone","wp",0.687,0,"white"
"2684",23,"gun","bg",0.603,0,"black"
"2686",23,"gun","wg",0.631,0,"white"
"2687",23,"gun","bg",0.522,0,"black"
"2688",23,"phone","wp",0.642,1,"white"
"2689",23,"gun","bg",0.589,0,"black"
"2690",23,"gun","bg",0.466,0,"black"
"2691",23,"gun","wg",0.618,0,"white"
"2692",23,"gun","wg",0.524,0,"white"
"2693",23,"gun","wg",0.482,0,"white"
"2694",23,"gun","bg",0.486,0,"black"
"2695",23,"gun","wg",0.572,0,"white"
"2696",23,"gun","bg",0.432,0,"black"
"2697",23,"phone","wp",0.632,1,"white"
"2698",23,"gun","bg",0.584,0,"black"
"2699",23,"gun","bg",0.62,0,"black"
"2700",23,"gun","wg",0.542,0,"white"
"2702",23,"gun","wg",0.561,0,"white"
"2704",23,"phone","bp",0.662,1,"black"
"2706",23,"gun","wg",0.488,0,"white"
"2707",23,"gun","bg",0.498,0,"black"
"2708",23,"phone","wp",0.556,1,"white"
"2709",23,"phone","bp",0.674,1,"black"
"2711",23,"phone","wp",0.579,1,"white"
"2712",23,"gun","bg",0.553,0,"black"
"2713",23,"gun","bg",0.559,0,"black"
"2714",23,"gun","bg",0.422,0,"black"
"2715",23,"gun","wg",0.592,0,"white"
"2716",23,"phone","wp",0.646,1,"white"
"2717",23,"phone","bp",0.679,0,"black"
"2718",23,"phone","wp",0.643,1,"white"
"2719",23,"gun","bg",0.644,0,"black"
"2720",23,"phone","wp",0.598,1,"white"
"2721",23,"gun","bg",0.551,0,"black"
"2722",23,"gun","wg",0.625,0,"white"
"2724",24,"gun","bg",0.372,0,"black"
"2725",24,"gun","bg",0.512,0,"black"
"2726",24,"phone","wp",0.481,1,"white"
"2727",24,"phone","bp",0.624,1,"black"
"2728",24,"gun","bg",0.43,0,"black"
"2729",24,"gun","wg",0.496,0,"white"
"2730",24,"phone","bp",0.504,1,"black"
"2731",24,"gun","bg",0.412,0,"black"
"2732",24,"phone","bp",0.502,1,"black"
"2733",24,"phone","bp",0.606,1,"black"
"2734",24,"gun","wg",0.4,0,"white"
"2735",24,"gun","wg",0.392,0,"white"
"2736",24,"phone","bp",0.486,1,"black"
"2737",24,"gun","bg",0.379,0,"black"
"2738",24,"gun","bg",0.347,0,"black"
"2739",24,"gun","bg",0.421,0,"black"
"2740",24,"gun","bg",0.416,0,"black"
"2741",24,"phone","bp",0.627,1,"black"
"2742",24,"phone","bp",0.545,1,"black"
"2743",24,"phone","wp",0.558,1,"white"
"2744",24,"gun","wg",0.43,0,"white"
"2745",24,"gun","bg",0.496,0,"black"
"2746",24,"phone","bp",0.583,1,"black"
"2747",24,"phone","wp",0.525,1,"white"
"2748",24,"gun","wg",0.527,0,"white"
"2749",24,"gun","wg",0.444,0,"white"
"2750",24,"gun","wg",0.457,0,"white"
"2751",24,"phone","bp",0.583,1,"black"
"2752",24,"gun","wg",0.439,0,"white"
"2753",24,"gun","bg",0.397,0,"black"
"2754",24,"gun","bg",0.393,0,"black"
"2755",24,"gun","wg",0.483,0,"white"
"2756",24,"phone","bp",0.491,0,"black"
"2757",24,"phone","bp",0.637,1,"black"
"2758",24,"phone","wp",0.597,1,"white"
"2759",24,"phone","wp",0.553,1,"white"
"2760",24,"gun","bg",0.561,0,"black"
"2761",24,"phone","bp",0.539,1,"black"
"2762",24,"phone","wp",0.631,1,"white"
